X	Y	default	
-2107331.700475	15420451.208414	207.44062805176	
-2107133.905513	15420362.098256	206.77510070801	
-2106936.112473	15420272.990261	206.17330932617	
-2106738.321356	15420183.884427	205.4331817627	
-2106540.532161	15420094.780755	204.75955200195	
-2106342.744889	15420005.679245	204.08773803711	
-2106144.959539	15419916.579896	203.42352294922	
-2105947.176111	15419827.482709	202.77070617676	
-2105749.394607	15419738.387683	202.13647460938	
-2105551.615024	15419649.294819	201.52342224121	
-2105353.837365	15419560.204116	200.93379211426	
-2105156.061628	15419471.115573	200.42031860352	
-2104958.287814	15419382.029192	199.81253051758	
-2104760.515923	15419292.944971	199.27473449707	
-2104562.745954	15419203.862911	198.73974609375	
-2104364.977909	15419114.783011	198.20401000977	
-2104167.211786	15419025.705271	197.68727111816	
-2103969.447586	15418936.629692	197.22830200195	
-2103771.68531	15418847.556273	196.86854553223	
-2103573.924956	15418758.485013	196.6106262207	
-2103376.166526	15418669.415914	196.4453125	
-2103178.410019	15418580.348974	196.37763977051	
-2102980.655435	15418491.284193	196.39163208008	
-2102782.902774	15418402.221572	196.46572875977	
-2102585.152036	15418313.161111	196.56369018555	
-2102387.403222	15418224.102808	196.65110778809	
-2102189.656331	15418135.046664	196.70506286621	
-2101991.911363	15418045.99268	196.73403930664	
-2101794.168319	15417956.940854	196.72679138184	
-2111179.321319	15421946.87888	217.47930908203	
-2110981.487677	15421857.729537	217.05960083008	
-2110783.655956	15421768.582359	216.62174987793	
-2110585.826157	15421679.437346	216.16528320312	
-2110387.99828	15421590.294498	215.73927307129	
-2110190.172324	15421501.153813	215.19989013672	
-2109992.34829	15421412.015293	214.69236755371	
-2109794.526178	15421322.878937	214.16943359375	
-2109596.705988	15421233.744745	213.63139343262	
-2109398.88772	15421144.612716	213.08001708984	
-2109201.071374	15421055.482851	212.51588439941	
-2109003.25695	15420966.35515	211.94110107422	
-2108805.444447	15420877.229612	211.3550567627	
-2108607.633867	15420788.106237	210.81890869141	
-2108409.825209	15420698.985026	210.15051269531	
-2108212.018474	15420609.865977	209.53305053711	
-2108014.21366	15420520.749091	208.90614318848	
-2107816.410769	15420431.634368	208.27005004883	
-2107618.6098	15420342.521808	207.62677001953	
-2107420.810753	15420253.41141	206.97691345215	
-2107223.013629	15420164.303175	206.32293701172	
-2107025.218427	15420075.197101	205.73173522949	
-2106827.425148	15419986.09319	205.00686645508	
-2106629.633791	15419896.99144	204.34684753418	
-2106431.844357	15419807.891853	203.68872070312	
-2106234.056845	15419718.794427	203.03816223145	
-2106036.271257	15419629.699162	202.39991760254	
-2105838.48759	15419540.606059	201.77757263184	
-2105640.705847	15419451.515118	201.17726135254	
-2105442.926026	15419362.426337	200.60003662109	
-2105245.148129	15419273.339717	200.0970916748	
-2105047.372154	15419184.255259	199.50321960449	
-2104849.598102	15419095.172961	198.98112487793	
-2104651.825973	15419006.092823	198.46954345703	
-2104454.055767	15418917.014847	197.96461486816	
-2104256.287484	15418827.93903	197.47915649414	
-2104058.521124	15418738.865374	197.04304504395	
-2103860.756688	15418649.793878	196.69450378418	
-2103662.994174	15418560.724541	196.44926452637	
-2103465.233584	15418471.657365	196.29933166504	
-2103267.474917	15418382.592348	196.23057556152	
-2103069.718174	15418293.529491	196.22727966309	
-2102871.963353	15418204.468794	196.27378845215	
-2102674.210457	15418115.410255	196.34552001953	
-2102476.459483	15418026.353876	196.42065429688	
-2102278.710433	15417937.299656	196.47761535645	
-2102080.963307	15417848.247595	196.52075195312	
-2101883.218104	15417759.197692	196.53343200684	
-2101685.474825	15417670.149948	196.52125549316	
-2101487.73347	15417581.104363	196.48608398438	
-2111466.308512	15421838.19278	217.31021118164	
-2111268.470783	15421749.043194	216.91567993164	
-2111070.634976	15421659.895773	216.50233459473	
-2110872.801091	15421570.750517	216.06988525391	
-2110674.969127	15421481.607426	215.61766052246	
-2110477.139086	15421392.466499	215.19483947754	
-2110279.310966	15421303.327736	214.65853881836	
-2110081.484768	15421214.191138	214.15315246582	
-2109883.660492	15421125.056704	213.63227844238	
-2109685.838138	15421035.924434	213.09655761719	
-2109488.017706	15420946.794327	212.54844665527	
-2109290.199196	15420857.666384	211.9885559082	
-2109092.382608	15420768.540605	211.41760253906	
-2108894.567943	15420679.416989	210.83631896973	
-2108696.755199	15420590.295537	210.30520629883	
-2108498.944378	15420501.176247	209.64503479004	
-2108301.13548	15420412.059121	209.03570556641	
-2108103.328503	15420322.944158	208.41809082031	
-2107905.523449	15420233.831357	207.79295349121	
-2107707.720318	15420144.720719	207.16000366211	
-2107509.919109	15420055.612244	206.52207946777	
-2107312.119822	15419966.50593	205.88096618652	
-2107114.322458	15419877.40178	205.30187988281	
-2106916.527017	15419788.299791	204.59306335449	
-2106718.733498	15419699.199964	203.94831848145	
-2106520.941902	15419610.102299	203.3062286377	
-2106323.152229	15419521.006796	202.67158508301	
-2106125.364479	15419431.913454	202.0472869873	
-2105927.578651	15419342.822274	201.44097900391	
-2105729.794747	15419253.733255	200.85478210449	
-2105532.012765	15419164.646397	200.29063415527	
-2105334.232706	15419075.561701	199.80218505859	
-2105136.454571	15418986.479165	199.22676086426	
-2104938.678358	15418897.39879	198.72418212891	
-2104740.904068	15418808.320576	198.23887634277	
-2104543.131702	15418719.244522	197.77000427246	
-2104345.361259	15418630.170629	197.32347106934	
-2104147.592739	15418541.098896	196.92045593262	
-2103949.826142	15418452.029323	196.58847045898	
-2103752.061469	15418362.96191	196.34707641602	
-2103554.298719	15418273.896657	196.19784545898	
-2103356.537892	15418184.833563	196.12675476074	
-2103158.778989	15418095.77263	196.11590576172	
-2102961.02201	15418006.713855	196.14703369141	
-2102763.266954	15417917.657241	196.20161437988	
-2102565.513821	15417828.602785	196.26290893555	
-2102367.762612	15417739.550488	196.31396484375	
-2102170.013327	15417650.500351	196.36154174805	
-2101972.265966	15417561.452372	196.38507080078	
-2101774.520528	15417472.406552	196.38827514648	
-2101576.777014	15417383.36289	196.37213134766	
-2101379.035424	15417294.321387	196.33749389648	
-2111555.458219	15421640.353007	216.80107116699	
-2111357.618326	15421551.205344	216.4133605957	
-2111159.780354	15421462.059845	216.00541687012	
-2110961.944304	15421372.91651	215.57681274414	
-2110764.110176	15421283.775341	215.12875366211	
-2110566.277969	15421194.636336	214.70831298828	
-2110368.447685	15421105.499495	214.17430114746	
-2110170.619323	15421016.364819	213.6708984375	
-2109972.792883	15420927.232307	213.15158081055	
-2109774.968365	15420838.101959	212.61894226074	
-2109577.145769	15420748.973774	212.07398986816	
-2109379.325096	15420659.847754	211.51705932617	
-2109181.506345	15420570.723897	210.94976806641	
-2108983.689516	15420481.602203	210.37265014648	
-2108785.874609	15420392.482673	209.84718322754	
-2108588.061625	15420303.365306	209.19548034668	
-2108390.250563	15420214.250102	208.59378051758	
-2108192.441424	15420125.137061	207.98497009277	
-2107994.634207	15420036.026183	207.36915588379	
-2107796.828913	15419946.917467	206.74714660645	
-2107599.025542	15419857.810915	206.12078857422	
-2107401.224093	15419768.706524	205.49281311035	
-2107203.424567	15419679.604296	204.9250793457	
-2107005.626963	15419590.50423	204.23106384277	
-2106807.831283	15419501.406326	203.60108947754	
-2106610.037525	15419412.310584	202.97482299805	
-2106412.24569	15419323.217003	202.35464477539	
-2106214.455778	15419234.125584	201.74662780762	
-2106016.667789	15419145.036327	201.15467834473	
-2105818.881723	15419055.949231	200.58256530762	
-2105621.097581	15418966.864297	200.03363037109	
-2105423.315361	15418877.781523	199.55908203125	
-2105225.535064	15418788.70091	199.00285339355	
-2105027.756691	15418699.622459	198.52008056641	
-2104829.980241	15418610.546167	198.05986022949	
-2104632.205714	15418521.472037	197.62239074707	
-2104434.43311	15418432.400067	197.21206665039	
-2104236.66243	15418343.330257	196.84283447266	
-2104038.893673	15418254.262608	196.5330657959	
-2103841.12684	15418165.197118	196.2986907959	
-2103643.36193	15418076.133789	196.14590454102	
-2103445.598944	15417987.072619	196.06646728516	
-2103247.837881	15417898.013609	196.04513549805	
-2103050.078742	15417808.956758	196.06390380859	
-2102852.321527	15417719.902067	196.10649108887	
-2102654.566235	15417630.849535	196.15956115723	
-2102456.812868	15417541.799162	196.20658874512	
-2102259.061423	15417452.750948	196.25495910645	
-2102061.311903	15417363.704893	196.28544616699	
-2101863.564307	15417274.660997	196.30079650879	
-2101665.818635	15417185.619259	196.29847717285	
-2101468.074886	15417096.57968	196.27928161621	
-2111842.449986	15421531.658977	216.53961181641	
-2111644.606005	15421442.51107	216.18006896973	
-2111446.763946	15421353.365328	215.79891967773	
-2111248.923809	15421264.221751	215.39642333984	
-2111051.085595	15421175.080339	214.97264099121	
-2110853.249302	15421085.941091	214.52894592285	
-2110655.414931	15420996.804009	214.11227416992	
-2110457.582483	15420907.66909	213.58207702637	
-2110259.751956	15420818.536336	213.08238220215	
-2110061.923352	15420729.405746	212.5662689209	
-2109864.09667	15420640.27732	212.03692626953	
-2109666.271911	15420551.151058	211.49514770508	
-2109468.449073	15420462.02696	210.94351196289	
-2109270.628159	15420372.905025	210.38131713867	
-2109072.809166	15420283.785254	209.81100463867	
-2108874.992096	15420194.667646	209.29211425781	
-2108677.176949	15420105.552201	208.65022277832	
-2108479.363724	15420016.43892	208.05903625488	
-2108281.552422	15419927.327802	207.4616394043	
-2108083.743043	15419838.218846	206.85870361328	
-2107885.935586	15419749.112053	206.25102233887	
-2107688.130052	15419660.007423	205.63981628418	
-2107490.326441	15419570.904955	205.02786254883	
-2107292.524752	15419481.80465	204.4757232666	
-2107094.724987	15419392.706507	203.80229187012	
-2106896.927144	15419303.610526	203.1915435791	
-2106699.131225	15419214.516706	202.58447265625	
-2106501.337228	15419125.425049	201.98510742188	
-2106303.545155	15419036.335553	201.39712524414	
-2106105.755004	15418947.248219	200.82513427734	
-2105907.966777	15418858.163046	200.27294921875	
-2105710.180473	15418769.080035	199.74327087402	
-2105512.396092	15418679.999184	199.28762817383	
-2105314.613635	15418590.920495	198.75608825684	
-2105116.833101	15418501.843966	198.29959106445	
-2104919.05449	15418412.769599	197.8690032959	
-2104721.277802	15418323.697392	197.46675109863	
-2104523.503039	15418234.627345	197.09809875488	
-2104325.730198	15418145.559459	196.76843261719	
-2104127.959281	15418056.493733	196.48873901367	
-2103930.190288	15417967.430167	196.27072143555	
-2103732.423218	15417878.368761	196.11856079102	
-2103534.658072	15417789.309514	196.02946472168	
-2103336.89485	15417700.252428	195.99368286133	
-2103139.133551	15417611.197501	195.99789428711	
-2102941.374177	15417522.144734	196.02815246582	
-2102743.616726	15417433.094125	196.07202148438	
-2102545.861199	15417344.045676	196.11624145508	
-2102348.107596	15417254.999386	196.16659545898	
-2102150.355917	15417165.955255	196.20414733887	
-2101952.606162	15417076.913283	196.23085021973	
-2101754.858331	15416987.873469	196.24404907227	
-2101557.112424	15416898.835814	196.2419128418	
-2101359.368442	15416809.800318	196.22314453125	
-2111931.598014	15421333.812953	215.96600341797	
-2111733.751868	15421244.666968	215.61097717285	
-2111535.907645	15421155.523148	215.23376464844	
-2111338.065343	15421066.381493	214.83538818359	
-2111140.224963	15420977.242003	214.41616821289	
-2110942.386506	15420888.104677	213.9766998291	
-2110744.549971	15420798.969517	213.56494140625	
-2110546.715358	15420709.83652	213.04026794434	
-2110348.882667	15420620.705689	212.5443572998	
-2110151.051899	15420531.577021	212.03247070312	
-2109953.223053	15420442.450517	211.50636291504	
-2109755.39613	15420353.326178	210.96859741211	
-2109557.571129	15420264.204002	210.42095947266	
-2109359.74805	15420175.08399	209.86549377441	
-2109161.926894	15420085.966141	209.30195617676	
-2108964.107661	15419996.850456	208.79022216797	
-2108766.290351	15419907.736934	208.1573638916	
-2108568.474963	15419818.625575	207.57659912109	
-2108370.661498	15419729.516379	206.99072265625	
-2108172.849955	15419640.409347	206.40031433105	
-2107975.040336	15419551.304477	205.80653381348	
-2107777.23264	15419462.201769	205.21043395996	
-2107579.426866	15419373.101224	204.61328125	
-2107381.623015	15419284.002842	204.0765838623	
-2107183.821088	15419194.906622	203.421875	
-2106986.021083	15419105.812564	202.83041381836	
-2106788.223002	15419016.720667	202.24293518066	
-2106590.426843	15418927.630933	201.66390991211	
-2106392.632608	15418838.54336	201.09545898438	
-2106194.840296	15418749.457949	200.54301452637	
-2105997.049908	15418660.3747	200.00970458984	
-2105799.261442	15418571.293612	199.49980163574	
-2105601.474901	15418482.214685	199.06234741211	
-2105403.690282	15418393.137919	198.55448913574	
-2105205.907587	15418304.063314	198.12182617188	
-2105008.126816	15418214.990869	197.7173614502	
-2104810.347968	15418125.920586	197.34342956543	
-2104612.571043	15418036.852463	197.00643920898	
-2104414.796042	15417947.7865	196.70858764648	
-2104217.022965	15417858.722697	196.45652770996	
-2104019.251812	15417769.661055	196.25608825684	
-2103821.482582	15417680.601573	196.11094665527	
-2103623.715277	15417591.54425	196.01974487305	
-2103425.949895	15417502.489088	195.97607421875	
-2103228.186437	15417413.436085	195.96942138672	
-2103030.424903	15417324.385241	195.99057006836	
-2102832.665292	15417235.336557	196.02842712402	
-2102634.907606	15417146.290032	196.07015991211	
-2102437.151844	15417057.245666	196.12249755859	
-2102239.398007	15416968.203459	196.16662597656	
-2102041.646093	15416879.163411	196.20231628418	
-2101843.896103	15416790.125521	196.22660827637	
-2101646.148038	15416701.08979	196.23785400391	
-2101448.401897	15416612.056218	196.23344421387	
-2112218.594354	15421225.110992	215.71070861816	
-2112020.744121	15421135.964763	215.38244628906	
-2111822.89581	15421046.8207	215.0290222168	
-2111625.049421	15420957.678803	214.65003967285	
-2111427.204954	15420868.53907	214.25328063965	
-2111229.36241	15420779.401502	213.84136962891	
-2111031.521788	15420690.266099	213.41191101074	
-2110833.683088	15420601.13286	212.91566467285	
-2110635.846311	15420512.001786	212.4906463623	
-2110438.011456	15420422.872877	212.0004119873	
-2110240.178523	15420333.746132	211.49261474609	
-2110042.347513	15420244.621551	210.97216796875	
-2109844.518426	15420155.499133	210.43974304199	
-2109646.691261	15420066.37888	209.89735412598	
-2109448.866019	15419977.260791	209.34803771973	
-2109251.0427	15419888.144865	208.79205322266	
-2109053.221303	15419799.031102	208.28800964355	
-2108855.40183	15419709.919503	207.66636657715	
-2108657.584279	15419620.810067	207.0972442627	
-2108459.768651	15419531.702794	206.52244567871	
-2108261.954945	15419442.597684	205.94607543945	
-2108064.143163	15419353.494737	205.36698913574	
-2107866.333304	15419264.393953	204.78604125977	
-2107668.525368	15419175.295331	204.20533752441	
-2107470.719355	15419086.198872	203.62672424316	
-2107272.915265	15418997.104575	203.1078338623	
-2107075.113099	15418908.01244	202.47796630859	
-2106877.312855	15418818.922467	201.91076660156	
-2106679.514535	15418729.834656	201.35307312012	
-2106481.718138	15418640.749006	200.80613708496	
-2106283.923665	15418551.665518	200.27456665039	
-2106086.131115	15418462.584192	199.76196289062	
-2105888.340488	15418373.505027	199.27223205566	
-2105690.551785	15418284.428024	198.8533782959	
-2105492.765006	15418195.353181	198.37078857422	
-2105294.98015	15418106.2805	197.96153259277	
-2105097.197218	15418017.209979	197.5817565918	
-2104899.416209	15417928.141619	197.23501586914	
-2104701.637124	15417839.07542	196.92359924316	
-2104503.859963	15417750.011381	196.65245056152	
-2104306.084726	15417660.949502	196.42527770996	
-2104108.311412	15417571.889784	196.24331665039	
-2103910.540023	15417482.832225	196.1092376709	
-2103712.770557	15417393.776827	196.02066040039	
-2103515.003016	15417304.723588	195.97506713867	
-2103317.237398	15417215.672509	195.96351623535	
-2103119.473704	15417126.623589	195.9789276123	
-2102921.711935	15417037.576829	196.01356506348	
-2102723.95209	15416948.532228	196.05494689941	
-2102526.194169	15416859.489786	196.10908508301	
-2102328.438172	15416770.449504	196.15782165527	
-2102130.684099	15416681.41138	196.20213317871	
-2101932.931951	15416592.375415	196.23693847656	
-2101735.181728	15416503.341608	196.26002502441	
-2101537.433428	15416414.30996	196.26922607422	
-2101339.687053	15416325.28047	196.26196289062	
-2112307.740704	15421027.258715	215.11213684082	
-2112109.888306	15420938.114409	214.78451538086	
-2111912.037829	15420848.972268	214.41920471191	
-2111714.189275	15420759.832292	214.02671813965	
-2111516.342644	15420670.694482	213.63383483887	
-2111318.497934	15420581.558836	213.23878479004	
-2111120.655147	15420492.425356	212.82763671875	
-2110922.814283	15420403.29404	212.34651184082	
-2110724.975341	15420314.164888	211.93011474609	
-2110527.138322	15420225.037901	211.44671630859	
-2110329.303225	15420135.913078	210.94552612305	
-2110131.470051	15420046.79042	210.43121337891	
-2109933.6388	15419957.669925	209.90490722656	
-2109735.809471	15419868.551595	209.36943054199	
-2109537.982066	15419779.435428	208.82713317871	
-2109340.156583	15419690.321425	208.28016662598	
-2109142.333023	15419601.209585	207.78480529785	
-2108944.511386	15419512.099909	207.17579650879	
-2108746.691671	15419422.992396	206.61801147461	
-2108548.87388	15419333.887046	206.05772399902	
-2108351.058012	15419244.783859	205.49517822266	
-2108153.244067	15419155.682835	204.93099975586	
-2107955.432046	15419066.583974	204.36682128906	
-2107757.621947	15418977.487275	203.80339050293	
-2107559.813772	15418888.392739	203.2428894043	
-2107362.00752	15418799.300365	202.74119567871	
-2107164.203191	15418710.210154	202.13333129883	
-2106966.400786	15418621.122104	201.58782958984	
-2106768.600304	15418532.036216	201.05137634277	
-2106570.801745	15418442.95249	200.5270690918	
-2106373.00511	15418353.870926	200.01728820801	
-2106175.210399	15418264.791523	199.52662658691	
-2105977.417611	15418175.714282	199.05853271484	
-2105779.626747	15418086.639202	198.65852355957	
-2105581.837806	15417997.566283	198.20028686523	
-2105384.050789	15417908.495525	197.81407165527	
-2105186.265696	15417819.426928	197.4587097168	
-2104988.482527	15417730.360492	197.13659667969	
-2104790.701281	15417641.296216	196.8487701416	
-2104592.92196	15417552.234101	196.60084533691	
-2104395.144562	15417463.174147	196.3938293457	
-2104197.369089	15417374.116352	196.22883605957	
-2103999.595539	15417285.060718	196.10697937012	
-2103801.823914	15417196.007243	196.0260925293	
-2103604.054212	15417106.955928	195.98304748535	
-2103406.286435	15417017.906774	195.97143554688	
-2103208.520582	15416928.859778	195.98637390137	
-2103010.756653	15416839.814942	196.02090454102	
-2102812.994649	15416750.772266	196.06297302246	
-2102615.234569	15416661.731748	196.12155151367	
-2102417.476413	15416572.69339	196.17643737793	
-2102219.720182	15416483.65719	196.22779846191	
-2102021.965875	15416394.623149	196.27243041992	
-2101824.213493	15416305.591267	196.30699157715	
-2101626.463035	15416216.561544	196.32875061035	
-2101428.714502	15416127.533978	196.3345489502	
-2112396.885132	15420829.404272	214.50001525879	
-2112199.030568	15420740.261888	214.16342163086	
-2112001.177926	15420651.12167	213.7678527832	
-2111803.327207	15420561.983617	213.37362670898	
-2111605.47841	15420472.847729	213.00030517578	
-2111407.631536	15420383.714006	212.61894226074	
-2111209.786584	15420294.582448	212.22575378418	
-2111011.943555	15420205.453054	211.76293945312	
-2110814.102449	15420116.325825	211.35762023926	
-2110616.263265	15420027.200761	210.88298034668	
-2110418.426004	15419938.077861	210.38948059082	
-2110220.590666	15419848.957125	209.88131713867	
-2110022.757251	15419759.838554	209.36248779297	
-2109824.925759	15419670.722146	208.83540344238	
-2109627.096189	15419581.607902	208.30230712891	
-2109429.268543	15419492.495822	207.7650604248	
-2109231.442819	15419403.385905	207.27917480469	
-2109033.619019	15419314.278152	206.68338012695	
-2108835.797141	15419225.172562	206.13903808594	
-2108637.977187	15419136.069135	205.59272766113	
-2108440.159156	15419046.967871	205.04563903809	
-2108242.343048	15418957.868771	204.49827575684	
-2108044.528864	15418868.771833	203.95082092285	
-2107846.716603	15418779.677057	203.40507507324	
-2107648.906265	15418690.584444	202.86326599121	
-2107451.097851	15418601.493994	202.37954711914	
-2107253.29136	15418512.405705	201.79447937012	
-2107055.486792	15418423.319579	201.2712097168	
-2106857.684149	15418334.235615	200.7566986084	
-2106659.883428	15418245.153813	200.25564575195	
-2106462.084632	15418156.074172	199.76863098145	
-2106264.287759	15418066.996693	199.30049133301	
-2106066.49281	15417977.921375	198.85472106934	
-2105868.699784	15417888.848219	198.47515869141	
-2105670.908682	15417799.777224	198.04124450684	
-2105473.119505	15417710.70839	197.67672729492	
-2105275.332251	15417621.641717	197.34349060059	
-2105077.546921	15417532.577204	197.04393005371	
-2104879.763515	15417443.514853	196.7788848877	
-2104681.982033	15417354.454662	196.55229187012	
-2104484.202475	15417265.396631	196.36364746094	
-2104286.424841	15417176.34076	196.21517944336	
-2104088.649132	15417087.28705	196.10581970215	
-2103890.875346	15416998.2355	196.03379821777	
-2103693.103485	15416909.186109	195.99618530273	
-2103495.333548	15416820.138879	195.98907470703	
-2103297.565536	15416731.093808	196.00657653809	
-2103099.799448	15416642.050896	196.04400634766	
-2102902.035284	15416553.010144	196.08889770508	
-2102704.273045	15416463.971551	196.15324401855	
-2102506.51273	15416374.935117	196.21548461914	
-2102308.75434	15416285.900842	196.27531433105	
-2102110.997874	15416196.868725	196.32978820801	
-2101913.243333	15416107.838768	196.37593078613	
-2101715.490717	15416018.810969	196.40937805176	
-2101517.740025	15415929.785328	196.42835998535	
-2112486.027638	15420631.547664	213.9372253418	
-2112288.170908	15420542.407203	213.58824157715	
-2112090.316101	15420453.268907	213.18031311035	
-2111892.463216	15420364.132776	212.8404083252	
-2111694.612255	15420274.998811	212.48013305664	
-2111496.763215	15420185.86701	212.07615661621	
-2111298.916099	15420096.737375	211.68101501465	
-2111101.070905	15420007.609904	211.22874450684	
-2110903.227634	15419918.484598	210.83222961426	
-2110705.386286	15419829.361456	210.36613464355	
-2110507.546861	15419740.240479	209.87896728516	
-2110309.709358	15419651.121666	209.3783416748	
-2110111.873779	15419562.005018	208.86654663086	
-2109914.040123	15419472.890533	208.34768676758	
-2109716.20839	15419383.778212	207.8235168457	
-2109518.378579	15419294.668055	207.29664611816	
-2109320.550692	15419205.560061	206.82066345215	
-2109122.724729	15419116.454231	206.23727416992	
-2108924.900688	15419027.350565	205.70668029785	
-2108727.078571	15418938.249061	205.17428588867	
-2108529.258377	15418849.149721	204.64128112793	
-2108331.440106	15418760.052543	204.10894775391	
-2108133.623759	15418670.957528	203.57814025879	
-2107935.809335	15418581.864676	203.04895019531	
-2107737.996835	15418492.773987	202.52456665039	
-2107540.186258	15418403.68546	202.05728149414	
-2107342.377605	15418314.599095	201.49282836914	
-2107144.570876	15418225.514893	200.98974609375	
-2106946.76607	15418136.432852	200.49603271484	
-2106748.963188	15418047.352973	200.01539611816	
-2106551.16223	15417958.275256	199.54975891113	
-2106353.363195	15417869.199701	199.10322570801	
-2106155.566085	15417780.126307	198.67750549316	
-2105957.770898	15417691.055075	198.31568908691	
-2105759.977635	15417601.986004	197.90280151367	
-2105562.186296	15417512.919094	197.55865478516	
-2105364.396881	15417423.854344	197.24519348145	
-2105166.609391	15417334.791756	196.96524047852	
-2104968.823824	15417245.731329	196.71952819824	
-2104771.040182	15417156.673062	196.50973510742	
-2104573.258464	15417067.616955	196.33758544922	
-2104375.47867	15416978.563009	196.20304870605	
-2104177.7008	15416889.511223	196.10499572754	
-2103979.924854	15416800.461597	196.04315185547	
-2103782.150834	15416711.41413	196.01344299316	
-2103584.378737	15416622.368824	196.0131072998	
-2103386.608565	15416533.325677	196.03672790527	
-2103188.840317	15416444.28469	196.07850646973	
-2102991.073994	15416355.245863	196.12928771973	
-2102793.309596	15416266.209194	196.20112609863	
-2102595.547122	15416177.174685	196.27102661133	
-2102397.786573	15416088.142334	196.34072875977	
-2102200.027949	15415999.112143	196.40577697754	
-2102002.271249	15415910.08411	196.4631652832	
-2101804.516474	15415821.058236	196.50918579102	
-2101606.763624	15415732.03452	196.54217529297	
-2112575.16822	15420433.688891	213.23564147949	
-2112377.309325	15420344.550352	212.88883972168	
-2112179.452353	15420255.413978	212.49180603027	
-2111981.597303	15420166.27977	212.18188476562	
-2111783.744176	15420077.147728	211.82780456543	
-2111585.892972	15419988.01785	211.41302490234	
-2111388.043691	15419898.890137	211.01368713379	
-2111190.196332	15419809.764589	210.56803894043	
-2110992.350896	15419720.641206	210.17803955078	
-2110794.507384	15419631.519988	209.71971130371	
-2110596.665794	15419542.400933	209.24194335938	
-2110398.826128	15419453.284044	208.75068664551	
-2110200.988384	15419364.169318	208.25009155273	
-2110003.152564	15419275.056756	207.7423248291	
-2109805.318667	15419185.946359	207.23107910156	
-2109607.486693	15419096.838125	206.71731567383	
-2109409.656643	15419007.732054	206.25508117676	
-2109211.828515	15418918.628147	205.68864440918	
-2109014.002312	15418829.526404	205.17401123047	
-2108816.178031	15418740.426824	204.65991210938	
-2108618.355674	15418651.329407	204.14558410645	
-2108420.535241	15418562.234153	203.63301086426	
-2108222.716731	15418473.141062	203.12283325195	
-2108024.900144	15418384.050133	202.61546325684	
-2107827.085482	15418294.961367	202.11312866211	
-2107629.272742	15418205.874764	201.66607666016	
-2107431.461927	15418116.790323	201.12721252441	
-2107233.653036	15418027.708044	200.64755249023	
-2107035.846068	15417938.627927	200.17922973633	
-2106838.041024	15417849.549972	199.72477722168	
-2106640.237904	15417760.474179	199.28555297852	
-2106442.436708	15417671.400548	198.86459350586	
-2106244.637436	15417582.329078	198.46415710449	
-2106046.840088	15417493.259769	198.12512207031	
