         PER         STP          DAYS         FID            Q-p-in          Q-nrd-in          Q-srd-in           Q-rd-in        Q-wells-in          Q-egw-in          Q-tgw-in          Q-ext-in          Q-tot-in          Q-ei-out          Q-ep-out         Q-egw-out          Q-ti-out          Q-tp-out         Q-tgw-out         Q-run-out          Q-dp-out         Q-nrd-out         Q-srd-out          Q-rd-out       Q-wells-out         Q-tot-out          Q-in-out  Q-Discrepancy[%]            V-p-in          V-nrd-in          V-srd-in           V-rd-in        V-wells-in          V-egw-in          V-tgw-in          V-ext-in          V-tot-in          V-ei-out          V-ep-out         V-egw-out          V-ti-out          V-tp-out         V-tgw-out         V-run-out          V-dp-out         V-nrd-out         V-srd-out          V-rd-out       V-wells-out         V-tot-out          V-in-out  V-Discrepancy[%]
           4           1        106.47           5         1830.0000         1314.9244            0.0000            0.0000         5611.7754            0.0000            0.0000            0.0000         8756.6997          679.0138          628.8700            0.0000         2568.6940          849.7300            0.0000         2558.7434         1471.6486            0.0000            0.0000            0.0000            0.0000         8756.6997            0.0000            0.0000       624674.7016        20000.0000            0.0000            0.0000        85355.1034            0.0000            0.0000            0.0000       730029.8049        10327.7994        66448.1383            0.0000        39069.8355       128426.5953            0.0000       266848.3388       218909.0977            0.0000            0.0000            0.0000            0.0000       730029.8049        5.8100E-10            0.0000
           4           1        106.47           6         3660.0000         2629.8488         2140.1047            0.0000            0.0000         2400.6044         1233.4845            0.0000        12064.0424         2347.7115         3202.5000         2400.6044          335.3874          451.2247         1233.4845         1256.5055          836.6245            0.0000            0.0000            0.0000            0.0000        12064.0424            0.0000            0.0000      1249349.4031        40000.0000        32550.9931            0.0000            0.0000        59222.4970        43457.3452        2.2133E-10      1424580.2384        35708.6919       563033.5907        59222.4970         5101.2417         8692.0333        43457.3452       493381.2811       215983.5575            0.0000            0.0000            0.0000            0.0000      1424580.2384            0.0000            0.0000
           4           1        106.47           7        51545.0000            0.0000            0.0000            0.0000            0.0000          866.5975        22324.4010        3.6380E-10        74735.9986            0.0000         5824.5850          866.5975            0.0000        45720.4150        22324.4010            0.0000            0.0000            0.0000            0.0000            0.0000            0.0000        74735.9986            0.0000            0.0000     17595004.0941            0.0000            0.0000            0.0000            0.0000        40263.1798      1755701.4930        2.6339E-08     19390968.7669            0.0000      1962345.4873        40263.1798            0.0000      6407425.1442      1755701.4930      7637001.9530      1588231.5096            0.0000            0.0000            0.0000            0.0000     19390968.7669        5.7547E-09            0.0000
           4           1        106.47           8         3812.5000            0.0000            0.0000            0.0000            0.0000         1365.1919         4156.4875            0.0000         9334.1794            0.0000         1143.7500         1365.1919            0.0000         1236.0509         4156.4875          429.8097         1002.8894            0.0000            0.0000            0.0000            0.0000         9334.1794            0.0000            0.0000      1301405.6283            0.0000            0.0000            0.0000            0.0000        20764.5694        92809.0207            0.0000      1414979.2184            0.0000       276757.3582        20764.5694            0.0000        19723.7542        92809.0207       838800.3975       166124.1184            0.0000            0.0000            0.0000            0.0000      1414979.2184            0.0000            0.0000
           4           2        121.68           1         3202.5000         1972.3866         7308.1621            0.0000            0.0000            0.0000          735.7339            0.0000        13218.7826         1229.7414         1114.4100            0.0000         3871.2592         1560.9900          735.7339         1936.0644         2770.5837            0.0000            0.0000            0.0000            0.0000        13218.7826            0.0000            0.0000      1141890.7529        60000.0000       216638.4331            0.0000            0.0000            0.0000        92094.4416            0.0000      1510623.6276        37134.5881       139183.6512            0.0000       115058.0234       171129.4458        92094.4416       464013.4727       492010.0049            0.0000            0.0000            0.0000            0.0000      1510623.6276        1.1067E-10            0.0000
           4           2        121.68           2         1372.5000         1972.3866          264.6020            0.0000            0.0000            0.0000          522.3037            0.0000         4131.7923          108.0465          429.9900            0.0000         1066.3725          415.4100          522.3037          635.0309          954.6387            0.0000            0.0000            0.0000            0.0000         4131.7923            0.0000            0.0000       489381.7512        60000.0000         4748.8139            0.0000            0.0000            0.0000        82242.9017            0.0000       636373.4668         3127.3677        38528.5525            0.0000        30865.7596        68903.8331        82242.9017       214735.2244       197969.8278            0.0000            0.0000            0.0000            0.0000       636373.4668            0.0000            0.0000
           4           2        121.68           3         2440.0000         2629.8488         4895.2716            0.0000            0.0000            0.0000          901.8785            0.0000        10866.9989         1356.9914          869.5550            0.0000         3403.7685         1570.4450          901.8785         1148.7021         1615.6584            0.0000            0.0000            0.0000            0.0000        10866.9989            0.0000            0.0000       870012.0022        80000.0000       145989.6763            0.0000            0.0000            0.0000        74511.8033            0.0000      1170513.4819        41118.2461       129794.4540            0.0000       101949.3776        98911.2462        74511.8033       332600.2595       391628.0951            0.0000            0.0000            0.0000            0.0000      1170513.4819            0.0000            0.0000
           4           2        121.68           4         2287.5000         1314.9244         3004.4664            0.0000            0.0000            0.0000          985.7265            0.0000         7592.6173          238.4304          666.0300            0.0000         2353.2041          830.8200          985.7265          992.7169         1525.6894            0.0000            0.0000            0.0000            0.0000         7592.6173            0.0000            0.0000       815636.2520        40000.0000        86009.4363            0.0000            0.0000            0.0000       122842.7999            0.0000      1064488.4882         6955.7209        63756.1998            0.0000        68649.9409        91650.8138       122842.7999       363331.8800       347301.1329            0.0000            0.0000            0.0000            0.0000      1064488.4882            0.0000            0.0000
           4           2        121.68           5         1830.0000         1314.9244            0.0000            0.0000         5611.7754            0.0000            0.0000            0.0000         8756.6997          679.0138          628.8700            0.0000         2568.6940          849.7300            0.0000         2558.7434         1471.6486            0.0000            0.0000            0.0000            0.0000         8756.6997            0.0000            0.0000       652509.0016        40000.0000            0.0000            0.0000       170710.2067            0.0000            0.0000            0.0000       863219.2084        20655.5987        76013.2510            0.0000        78139.6709       141350.9886            0.0000       305766.8264       241292.8727            0.0000            0.0000            0.0000            0.0000       863219.2084        1.5217E-09            0.0000
           4           2        121.68           6         3660.0000         2629.8488         5492.2431            0.0000            0.0000          693.6401         1011.5402            0.0000        13487.2722         3997.5921         3202.5000          693.6401          571.0846          457.5000         1011.5402         2132.0491         1421.3661            0.0000            0.0000            0.0000            0.0000        13487.2722            0.0000            0.0000      1305018.0033        80000.0000       116088.0110            0.0000            0.0000        69772.7632        58842.8715        2.2133E-10      1629721.6489        96512.0679       611743.6158        69772.7632        13787.4383        15650.6083        58842.8715       525809.7483       237602.5357            0.0000            0.0000            0.0000            0.0000      1629721.6489            0.0000            0.0000
           4           2        121.68           7        51545.0000            0.0000            0.0000            0.0000            0.0000          262.1494        16107.5009        3.9290E-10        67914.6503            0.0000         5824.5850          262.1494            0.0000        45720.4150        16107.5009            0.0000            0.0000            0.0000            0.0000            0.0000            0.0000        67914.6503            0.0000            0.0000     18379003.5461            0.0000            0.0000            0.0000            0.0000        44250.4724      2000696.5825        3.2315E-08     20423950.6010            0.0000      2050937.4254        44250.4724            0.0000      7102832.6581      2000696.5825      7637001.9530      1588231.5096            0.0000            0.0000            0.0000            0.0000     20423950.6010        5.7547E-09            0.0000
           4           2        121.68           8         3812.5000            0.0000            0.0000            0.0000            0.0000          617.7539         4151.9843            0.0000         8582.2383            0.0000         1143.7500          617.7539            0.0000         2661.9051         4151.9843            2.0535            4.7914            0.0000            0.0000            0.0000            0.0000         8582.2383            0.0000            0.0000      1359393.7534            0.0000            0.0000            0.0000            0.0000        30160.6068       155960.7023            0.0000      1545515.0625            0.0000       294153.7957        30160.6068            0.0000        60211.3309       155960.7023       838831.6308       166196.9960            0.0000            0.0000            0.0000            0.0000      1545515.0625            0.0000            0.0000
           5           1        136.89           1         1522.5000         2465.4832         8629.1913            0.0000        13142.8656            0.0000          213.5582            0.0000        25973.5984         1486.5469          554.7700            0.0000        12914.2657          967.7300          213.5582         4068.5349         5768.1926            0.0000            0.0000            0.0000            0.0000        25973.5984            0.0000            0.0000      1165047.9779        97500.0000       347888.4331            0.0000       199902.9870            0.0000        95342.6615            0.0000      1905682.0596        59744.9671       147621.7029            0.0000       311484.0051       185848.6191        95342.6615       525895.8894       579744.2145            0.0000            0.0000            0.0000            0.0000      1905682.0596        1.1067E-10            0.0000
           5           1        136.89           2          652.5000         2465.4832         2770.9731            0.0000            0.0000            0.0000          470.4212            0.0000         6359.3776          175.9449          448.0500            0.0000         2756.4706          204.4500          470.4212          691.2122         1612.8286            0.0000            0.0000            0.0000            0.0000         6359.3776            0.0000            0.0000       499306.2763        97500.0000        46895.3154            0.0000            0.0000            0.0000        89398.0087            0.0000       733099.6003         5803.4902        45343.3931            0.0000        72791.6780        72013.5176        89398.0087       225248.5626       222500.9503            0.0000            0.0000            0.0000            0.0000       733099.6003            0.0000            0.0000
           5           1        136.89           3         1160.0000         3287.3110         6574.6219            0.0000         6000.0000            0.0000         1366.1554         3742.7684        22130.8567         1552.4337          137.7500            0.0000        11877.1504         1022.2500         1366.1554         2779.2392         3395.8780            0.0000            0.0000            0.0000            0.0000        22130.8567            0.0000            0.0000       887655.6022       130000.0000       245989.6763            0.0000        91260.0002            0.0000        95291.0277        56927.5070      1507123.8135        64730.7632       131889.6315            0.0000       282600.8352       114459.6687        95291.0277       374872.4878       443279.3995            0.0000            0.0000            0.0000            0.0000      1507123.8135            0.0000            0.0000
           5           1        136.89           4         1087.5000         1643.6555         3130.2256            0.0000         4137.0605            0.0000         1415.6094            0.0000        11414.0511          342.1802          678.6000            0.0000         5360.8225          408.9000         1415.6094          962.3817         2245.5573            0.0000            0.0000            0.0000            0.0000        11414.0511            0.0000            0.0000       832177.1271        65000.0000       133620.1684            0.0000        62924.6911            0.0000       144374.2192            0.0000      1238096.2058        12160.2811        74077.7059            0.0000       150188.0515        97870.1828       144374.2192       377969.7058       381456.0595            0.0000            0.0000            0.0000            0.0000      1238096.2058            0.0000            0.0000
           5           1        136.89           5          870.0000         1643.6555            0.0000            0.0000        13804.8637            0.0000            0.0000        2.1464E-10        16318.5191          784.5478          352.0600            0.0000         7103.7643          517.9400            0.0000         5560.2070         2000.0000            0.0000            0.0000            0.0000            0.0000        16318.5191            0.0000            0.0000       665741.7017        65000.0000            0.0000            0.0000       380682.1834            0.0000            0.0000        3.2924E-09      1111423.8851        32588.5711        81368.0836            0.0000       186187.9262       149228.8560            0.0000       390337.5755       271712.8726            0.0000            0.0000            0.0000            0.0000      1111423.8851        1.5217E-09            0.0000
           5           1        136.89           6         1740.0000         3287.3110         9861.9329            0.0000         8654.5306           26.4056          976.6265            1.7474        24548.5540        11447.8990         1522.5000           26.4056         1635.4141          217.5000          976.6265         5233.3252         3488.8835            0.0000            0.0000            0.0000            0.0000        24548.5540            0.0000            0.0000      1331483.4033       130000.0000       266088.0110            0.0000       131635.4102        70174.3929        73697.3609           26.5775      2003105.1558       270634.6114       634900.8409        70174.3929        38662.0873        18958.7833        73697.3609       605408.6253       290668.4537            0.0000            0.0000            0.0000            0.0000      2003105.1558            0.0000            0.0000
           5           1        136.89           7        24505.0000            0.0000            0.0000            0.0000            0.0000           59.6234        12941.5247            0.0000        37506.1481            0.0000         1862.3800           59.6234            0.0000        22642.6200        12941.5247            0.0000            0.0000            0.0000            0.0000            0.0000            0.0000        37506.1481            0.0000            0.0000     18751724.5970            0.0000            0.0000            0.0000            0.0000        45157.3448      2197537.1739        3.3422E-08     20994419.1157            0.0000      2079264.2252        45157.3448            0.0000      7447226.9092      2197537.1739      7637001.9530      1588231.5096            0.0000            0.0000            0.0000            0.0000     20994419.1157        5.7547E-09            0.0000
           5           1        136.89           8         1812.5000            0.0000            0.0000            0.0000            0.0000           81.0199         5165.1387            0.0000         7058.6586            0.0000          362.5000           81.0199            0.0000         1450.0000         5165.1387            0.0000            0.0000            0.0000            0.0000            0.0000            0.0000         7058.6586            0.0000            0.0000      1386961.8785            0.0000            0.0000            0.0000            0.0000        31392.9194       234522.4624            0.0000      1652877.2603            0.0000       299667.4208        31392.9194            0.0000        82265.8310       234522.4624       838831.6308       166196.9960            0.0000            0.0000            0.0000            0.0000      1652877.2603            0.0000            0.0000
           5           2        152.10           1         1522.5000         2465.4832         8629.1913            0.0000        13480.7066            0.0000           35.7187            0.0000        26133.5998         1497.8984          554.7700            0.0000        13092.1052          967.7300           35.7187         4113.1300         5872.2476            0.0000            0.0000            0.0000            0.0000        26133.5998            0.0000            0.0000      1188205.2030       135000.0000       479138.4331            0.0000       404944.5347            0.0000        95885.9431            0.0000      2303174.1139        82528.0018       156059.7546            0.0000       510614.9251       200567.7924        95885.9431       588456.5961       669061.1007            0.0000            0.0000            0.0000            0.0000      2303174.1139        1.6600E-10            0.0000
           5           2        152.10           2          652.5000         2465.4832         3360.1143            0.0000            0.0000            0.0000          160.2973            0.0000         6638.3949          195.7401          448.0500            0.0000         3066.5946          204.4500          160.2973          768.9789         1794.2840            0.0000            0.0000            0.0000            0.0000         6638.3949            0.0000            0.0000       509230.8013       135000.0000        98002.6546            0.0000            0.0000            0.0000        91836.1306            0.0000       834069.5865         8780.6968        52158.2336            0.0000       119434.5813        75123.2021        91836.1306       236944.7313       249792.0107            0.0000            0.0000            0.0000            0.0000       834069.5865            0.0000            0.0000
           5           2        152.10           3         1160.0000         3287.3110         6574.6219            0.0000         6000.0000            0.0000         1331.2046         3800.8648        22154.0024         1554.6646          137.7500            0.0000        11912.1012         1022.2500         1331.2046         2785.5136         3410.5183            0.0000            0.0000            0.0000            0.0000        22154.0024            0.0000            0.0000       905299.2023       180000.0000       345989.6763            0.0000       182520.0005            0.0000       115538.6498       114738.6614      1844086.1903        88377.2124       133984.8090            0.0000       463783.8950       130008.0913       115538.6498       417240.1500       495153.3830            0.0000            0.0000            0.0000            0.0000      1844086.1903            0.0000            0.0000
           5           2        152.10           4         1087.5000         1643.6555         3130.2256            0.0000         4252.9323            0.0000         1392.0031            0.0000        11506.3165          346.6296          678.6000            0.0000         5430.5309          408.9000         1392.0031          974.8958         2274.7570            0.0000            0.0000            0.0000            0.0000        11506.3165            0.0000            0.0000       848718.0021        90000.0000       181230.9006            0.0000       127611.7912            0.0000       165546.5862            0.0000      1413107.2800        17432.5179        84399.2119            0.0000       232786.4274       104089.5518       165546.5862       392797.8716       416055.1132            0.0000            0.0000            0.0000            0.0000      1413107.2800            0.0000            0.0000
           5           2        152.10           5          870.0000         1643.6555            0.0000            0.0000        13804.8637            0.0000            0.0000        2.2555E-10        16318.5191          784.5478          352.0600            0.0000         7103.7643          517.9400            0.0000         5560.2070         2000.0000            0.0000            0.0000            0.0000            0.0000        16318.5191            0.0000            0.0000       678974.4017        90000.0000            0.0000            0.0000       590654.1601            0.0000            0.0000        6.7230E-09      1359628.5618        44521.5434        86722.9162            0.0000       294236.1815       157106.7234            0.0000       474908.3246       302132.8726            0.0000            0.0000            0.0000            0.0000      1359628.5618        1.5217E-09            0.0000
           5           2        152.10           6         1740.0000         3287.3110         9861.9329            0.0000        13044.6305            0.0000          617.2154          403.7960        28954.8857        13963.7769         1522.5000            0.0000         1994.8253          217.5000          617.2154         6383.4409         4255.6273            0.0000            0.0000            0.0000            0.0000        28954.8857            0.0000            0.0000      1357948.8034       180000.0000       416088.0110            0.0000       330044.2398        70174.3929        83085.2068         6168.3147      2443508.9686       483023.6590       658058.0660        70174.3929        69003.3799        22266.9583        83085.2068       702500.7614       355396.5444            0.0000            0.0000            0.0000            0.0000      2443508.9686            0.0000            0.0000
           5           2        152.10           7        24505.0000            0.0000            0.0000            0.0000            0.0000           38.9788         8952.9941        1.3097E-10        33496.9729            0.0000         1862.3800           38.9788            0.0000        22642.6200         8952.9941            0.0000            0.0000            0.0000            0.0000            0.0000            0.0000        33496.9729            0.0000            0.0000     19124445.6480            0.0000            0.0000            0.0000            0.0000        45750.2125      2333712.2144        3.5414E-08     21503908.0749            0.0000      2107591.0251        45750.2125            0.0000      7791621.1602      2333712.2144      7637001.9530      1588231.5096            0.0000            0.0000            0.0000            0.0000     21503908.0749        5.7547E-09            0.0000
           5           2        152.10           8         1812.5000            0.0000            0.0000            0.0000            0.0000           11.4097         4068.1830            0.0000         5892.0927            0.0000          362.5000           11.4097            0.0000         1450.0000         4068.1830            0.0000            0.0000            0.0000            0.0000            0.0000            0.0000         5892.0927            0.0000            0.0000      1414530.0035            0.0000            0.0000            0.0000            0.0000        31566.4608       296399.5265            0.0000      1742495.9908            0.0000       305181.0458        31566.4608            0.0000       104320.3310       296399.5265       838831.6308       166196.9960            0.0000            0.0000            0.0000            0.0000      1742495.9908            0.0000            0.0000
           6           1        167.31           1          682.5000         2958.5799        14346.9490            0.0000        11793.2358            0.0000            0.0000            0.0000        29781.2647         1204.4043          228.7350            0.0000        17111.4792          453.7650            0.0000         4366.6687         6416.2125            0.0000            0.0000            0.0000            0.0000        29781.2647            0.0000            0.0000      1198586.0280       180000.0000       697355.5283            0.0000       584319.6520            0.0000        95885.9431            0.0000      2756147.1514       100846.9909       159538.8140            0.0000       770880.5238       207469.5581        95885.9431       654873.6278       766651.6937            0.0000            0.0000            0.0000            0.0000      2756147.1514        1.6600E-10            0.0000
           6           1        167.31           2          292.5000         2958.5799          305.5054            0.0000         4159.8734            0.0000            0.0000            0.0000         7716.4587          220.8628          199.8750            0.0000         4196.3926           92.6250            0.0000          902.0110         2104.6923            0.0000            0.0000            0.0000            0.0000         7716.4587            0.0000            0.0000       513679.7263       180000.0000       102649.3916            0.0000        63271.6743            0.0000        91836.1306            0.0000       951436.9229        12140.0195        55198.3323            0.0000       183261.7134        76532.0284        91836.1306       250664.3183       281804.3804            0.0000            0.0000            0.0000            0.0000       951436.9229            0.0000            0.0000
           6           1        167.31           3          520.0000         3944.7732         9890.3769            0.0000         6000.0000            0.0000         1484.3215         3481.1431        25320.6147         1189.8055           37.7000            0.0000        15726.9090          482.3000         1484.3215         2800.4063         3599.1723            0.0000            0.0000            0.0000            0.0000        25320.6147            0.0000            0.0000       913208.4023       240000.0000       496422.3089            0.0000       273780.0007            0.0000       138115.1805       167686.8481      2229212.7405       106474.1545       134558.2260            0.0000       702990.1813       137343.8743       138115.1805       459834.3299       549896.7941            0.0000            0.0000            0.0000            0.0000      2229212.7405            0.0000            0.0000
           6           1        167.31           4          487.5000         1972.3866            0.0000            0.0000         8000.0000            0.0000         1569.6517         1345.0346        13374.5729          384.7923          302.2500            0.0000         7311.0541          185.2500         1569.6517         1086.4724         2535.1023            0.0000            0.0000            0.0000            0.0000        13374.5729            0.0000            0.0000       856132.8771       120000.0000       181230.9006            0.0000       249291.7915            0.0000       189420.9880        20457.9765      1616534.5337        23285.2091        88996.4344            0.0000       343987.5604       106907.2043       189420.9880       409323.1174       454614.0200            0.0000            0.0000            0.0000            0.0000      1616534.5337            0.0000            0.0000
           6           1        167.31           5          390.0000         1972.3866            0.0000            0.0000        15000.0000            0.0000            0.0000         1312.9242        18675.3108          639.2124          147.6800            0.0000         9258.9352          242.3200            0.0000         6387.1633         1999.9999            0.0000            0.0000            0.0000            0.0000        18675.3108            0.0000            0.0000       684906.3017       120000.0000            0.0000            0.0000       818804.1606            0.0000            0.0000        19969.5776      1643680.0399        54243.9646        88969.1290            0.0000       435064.5861       160792.4106            0.0000       572057.0784       332552.8712            0.0000            0.0000            0.0000            0.0000      1643680.0399        1.5217E-09            0.0000
           6           1        167.31           6          780.0000         3944.7732        27382.0124            0.0000            0.0000            0.0000          709.2762            0.0000        32816.0617        17474.4726          682.5000            0.0000         2496.3532           97.5000          709.2762         6813.5759         4542.3839            0.0000            0.0000            0.0000            0.0000        32816.0617            0.0000            0.0000      1369812.6034       240000.0000       832568.4200            0.0000       330044.2398        70174.3929        93873.2972         6168.3147      2942641.2681       748810.3872       668438.8910        70174.3929       106972.9125        23749.9333        93873.2972       806135.2503       424486.2037            0.0000            0.0000            0.0000            0.0000      2942641.2681            0.0000            0.0000
           6           1        167.31           7        10985.0000            0.0000            0.0000            0.0000            0.0000           21.7629         7912.5914            0.0000        18919.3543            0.0000          801.9050           21.7629            0.0000        10183.0950         7912.5914            0.0000            0.0000            0.0000            0.0000            0.0000            0.0000        18919.3543            0.0000            0.0000     19291527.4984            0.0000            0.0000            0.0000            0.0000        46081.2265      2454062.7301        3.5414E-08     21791671.4549            0.0000      2119788.0002        46081.2265            0.0000      7946506.0356      2454062.7301      7637001.9530      1588231.5096            0.0000            0.0000            0.0000            0.0000     21791671.4549        6.3080E-09            0.0000
           6           1        167.31           8          812.5000            0.0000            0.0000            0.0000            0.0000            0.0000         4985.1295            0.0000         5797.6295            0.0000           81.2500            0.0000            0.0000          731.2500         4985.1295            0.0000            0.0000            0.0000            0.0000            0.0000            0.0000         5797.6295            0.0000            0.0000      1426888.1286            0.0000            0.0000            0.0000            0.0000        31566.4608       372223.3465            0.0000      1830677.9359            0.0000       306416.8583        31566.4608            0.0000       115442.6436       372223.3465       838831.6308       166196.9960            0.0000            0.0000            0.0000            0.0000      1830677.9359            0.0000            0.0000
           6           2        182.52           1          682.5000         2958.5799        14346.9490            0.0000        11793.2358            0.0000            0.0000            0.0000        29781.2647         1204.4043          228.7350            0.0000        17111.4792          453.7650            0.0000         4366.6687         6416.2125            0.0000            0.0000            0.0000            0.0000        29781.2647            0.0000            0.0000      1208966.8530       225000.0000       915572.6234            0.0000       763694.7693            0.0000        95885.9431            0.0000      3209120.1888       119165.9801       163017.8733            0.0000      1031146.1225       214371.3238        95885.9431       721290.6594       864242.2866            0.0000            0.0000            0.0000            0.0000      3209120.1888        1.6600E-10            0.0000
           6           2        182.52           2          292.5000         2958.5799          305.5054            0.0000         4159.8734            0.0000            0.0000            0.0000         7716.4587          220.8628          199.8750            0.0000         4196.3926           92.6250            0.0000          902.0110         2104.6923            0.0000            0.0000            0.0000            0.0000         7716.4587            0.0000            0.0000       518128.6513       225000.0000       107296.1287            0.0000       126543.3487            0.0000        91836.1306            0.0000      1068804.2594        15499.3422        58238.4311            0.0000       247088.8454        77940.8546        91836.1306       264383.9053       313816.7500            0.0000            0.0000            0.0000            0.0000      1068804.2594            0.0000            0.0000
           6           2        182.52           3          520.0000         3944.7732         9890.3769            0.0000         6000.0000            0.0000         1394.6127         3620.0113        25369.7740         1194.5270           37.7000            0.0000        15816.6179          482.3000         1394.6127         2813.7376         3630.2788            0.0000            0.0000            0.0000            0.0000        25369.7740            0.0000            0.0000       921117.6023       300000.0000       646854.9415            0.0000       365040.0009            0.0000       159327.2390       222747.2208      2615087.0045       124642.9109       135131.6430            0.0000       943560.9399       144679.6573       159327.2390       502631.2796       605113.3349            0.0000            0.0000            0.0000            0.0000      2615087.0045            0.0000            0.0000
           6           2        182.52           4          487.5000         1972.3866            0.0000            0.0000         8000.0000            0.0000         1513.1804         1432.4514        13405.5184          387.7645          302.2500            0.0000         7367.5253          185.2500         1513.1804         1094.8644         2554.6837            0.0000            0.0000            0.0000            0.0000        13405.5184            0.0000            0.0000       863547.7522       150000.0000       181230.9006            0.0000       370971.7918            0.0000       212436.4626        42245.5616      1820432.4687        29183.1070        93593.6569            0.0000       456047.6206       109724.8568       212436.4626       425976.0056       493470.7592            0.0000            0.0000            0.0000            0.0000      1820432.4687            0.0000            0.0000
           6           2        182.52           5          390.0000         1972.3866            0.0000            0.0000        15000.0000            0.0000            0.0000         1312.9242        18675.3108          639.2124          147.6800            0.0000         9258.9352          242.3200            0.0000         6387.1633         1999.9999            0.0000            0.0000            0.0000            0.0000        18675.3108            0.0000            0.0000       690838.2017       150000.0000            0.0000            0.0000      1046954.1612            0.0000            0.0000        39939.1551      1927731.5180        63966.3858        91215.3418            0.0000       575892.9906       164478.0979            0.0000       669205.8322       362972.8698            0.0000            0.0000            0.0000            0.0000      1927731.5180        1.5217E-09            0.0000
           6           2        182.52           6          780.0000         3944.7732        27082.3799            0.0000            0.0000            0.0000          733.1531            0.0000        32540.3062        17307.3338          682.5000            0.0000         2472.4763           97.5000          733.1531         6748.4058         4498.9372            0.0000            0.0000            0.0000            0.0000        32540.3062            0.0000            0.0000      1381676.4035       300000.0000      1244491.4191            0.0000       330044.2398        70174.3929       105024.5562         6168.3147      3437579.3262      1012054.9351       678819.7160        70174.3929       144579.2764        25232.9083       105024.5562       908778.5026       492915.0386            0.0000            0.0000            0.0000            0.0000      3437579.3262            0.0000            0.0000
           6           2        182.52           7        10985.0000            0.0000            0.0000            0.0000            0.0000            3.6810         6924.3173            0.0000        17912.9983            0.0000          801.9050            3.6810            0.0000        10183.0950         6924.3173            0.0000            0.0000            0.0000            0.0000            0.0000            0.0000        17912.9983            0.0000            0.0000     19458609.3488            0.0000            0.0000            0.0000            0.0000        46137.2145      2559381.5967        3.5414E-08     22064128.1601            0.0000      2131984.9753        46137.2145            0.0000      8101390.9109      2559381.5967      7637001.9530      1588231.5096            0.0000            0.0000            0.0000            0.0000     22064128.1601        6.4740E-09            0.0000
           6           2        182.52           8          812.5000            0.0000            0.0000            0.0000            0.0000            0.0000         4421.9622            0.0000         5234.4622            0.0000           81.2500            0.0000            0.0000          731.2500         4421.9622            0.0000            0.0000            0.0000            0.0000            0.0000            0.0000         5234.4622            0.0000            0.0000      1439246.2536            0.0000            0.0000            0.0000            0.0000        31566.4608       439481.3918            0.0000      1910294.1062            0.0000       307652.6708        31566.4608            0.0000       126564.9561       439481.3918       838831.6308       166196.9960            0.0000            0.0000            0.0000            0.0000      1910294.1062            0.0000            0.0000
           7           1        197.73           1          157.5000         2958.5799        12350.4091            0.0000         1413.6237            0.0000            0.0000            0.0000        16880.1127          526.7623          107.6250            0.0000        10008.4837           49.8750            0.0000         1856.2100         4331.1567            0.0000            0.0000            0.0000            0.0000        16880.1127            0.0000            0.0000      1211362.4280       270000.0000      1103422.3470            0.0000       785195.9854            0.0000        95885.9431            0.0000      3465866.7035       127178.0347       164654.8496            0.0000      1183375.1599       215129.9225        95885.9431       749523.6137       930119.1800            0.0000            0.0000            0.0000            0.0000      3465866.7035        1.6600E-10            0.0000
           7           1        197.73           2           67.5000         2958.5799          252.5920            0.0000         3961.1871            0.0000            0.0000            0.0000         7239.8590          225.9293           46.1250            0.0000         4292.6569           21.3750            0.0000          796.1319         1857.6410            0.0000            0.0000            0.0000            0.0000         7239.8590            0.0000            0.0000       519155.3263       270000.0000       111138.0538            0.0000       186793.0049            0.0000        91836.1306            0.0000      1178922.5157        18935.7270        58939.9923            0.0000       312380.1568        78265.9684        91836.1306       276493.0709       342071.4696            0.0000            0.0000            0.0000            0.0000      1178922.5157            0.0000            0.0000
           7           1        197.73           3          120.0000         3944.7732         7021.9751            0.0000            0.0000            0.0000         1169.9230            0.0000        12256.6712          394.8029           77.2500            0.0000         7501.2558           42.7500         1169.9230          921.2069         2149.4827            0.0000            0.0000            0.0000            0.0000        12256.6712            0.0000            0.0000       922942.8023       360000.0000       753659.1824            0.0000       365040.0009            0.0000       177121.7681       222747.2208      2801510.9745       130647.8636       136306.6155            0.0000      1057655.0407       145329.8848       177121.7681       516642.8359       637806.9661            0.0000            0.0000            0.0000            0.0000      2801510.9745            0.0000            0.0000
           7           1        197.73           4          112.5000         1972.3866         2685.0848            0.0000         6597.1931            0.0000         1378.1740            0.0000        12745.3385          405.1679           69.7500            0.0000         7698.1905           42.7500         1378.1740          945.3918         2205.9142            0.0000            0.0000            0.0000            0.0000        12745.3385            0.0000            0.0000       865258.8772       180000.0000       222071.0403            0.0000       471315.0990            0.0000       233398.4899        42245.5616      2014289.0680        35345.7111        94654.5544            0.0000       573137.0983       110375.0843       233398.4899       440355.4152       527022.7148            0.0000            0.0000            0.0000            0.0000      2014289.0680            0.0000            0.0000
           7           1        197.73           5           90.0000         1972.3866            0.0000            0.0000         9184.6164            0.0000            0.0000            0.0000        11247.0030          301.2391           61.5000            0.0000         5723.5425           28.5000            0.0000         4132.2211         1000.0003            0.0000            0.0000            0.0000            0.0000        11247.0030            0.0000            0.0000       692207.1017       180000.0000            0.0000            0.0000      1186652.1766            0.0000            0.0000        39939.1551      2098798.4334        68548.2322        92150.7568            0.0000       662948.0724       164911.5829            0.0000       732056.9152       378182.8739            0.0000            0.0000            0.0000            0.0000      2098798.4334        1.5217E-09            0.0000
