         PER         STP          DAYS         FID            Q-p-in          Q-nrd-in          Q-srd-in           Q-rd-in        Q-wells-in          Q-egw-in          Q-tgw-in          Q-ext-in          Q-tot-in          Q-ei-out          Q-ep-out         Q-egw-out          Q-ti-out          Q-tp-out         Q-tgw-out         Q-run-out          Q-dp-out         Q-nrd-out         Q-srd-out          Q-rd-out       Q-wells-out         Q-tot-out          Q-in-out  Q-Discrepancy[%]            V-p-in          V-nrd-in          V-srd-in           V-rd-in        V-wells-in          V-egw-in          V-tgw-in          V-ext-in          V-tot-in          V-ei-out          V-ep-out         V-egw-out          V-ti-out          V-tp-out         V-tgw-out         V-run-out          V-dp-out         V-nrd-out         V-srd-out          V-rd-out       V-wells-out         V-tot-out          V-in-out  V-Discrepancy[%]
           1           2         30.42           3         8280.0000            0.0000            0.0000            0.0000            0.0000            0.0000          301.3730            0.0000         8581.3730            0.0000          262.8444            0.0000            0.0000          173.5712          301.3730         3641.2837         4202.3006            0.0000            0.0000            0.0000            0.0000         8581.3730            0.0000            0.0000       251877.6006            0.0000            0.0000            0.0000            0.0000            0.0000         9001.4369            0.0000       260879.0375            0.0000         7995.7267            0.0000            0.0000         5973.8064         9001.4369       110490.3441       127417.7235            0.0000            0.0000            0.0000            0.0000       260879.0375            0.0000            0.0000
           1           2         30.42           4         7762.5000            0.0000            0.0000            0.0000            0.0000            0.0000         1310.5877            0.0000         9073.0877            0.0000          229.6183            0.0000            0.0000          878.5805         1310.5877         3416.7849         3237.5164            0.0000            0.0000            0.0000            0.0000         9073.0877            0.0000            0.0000       236135.2506            0.0000            0.0000            0.0000            0.0000            0.0000        39692.8834            0.0000       275828.1340            0.0000         6984.9873            0.0000            0.0000        29481.3167        39692.8834       102424.2844        97244.6623            0.0000            0.0000            0.0000            0.0000       275828.1340            0.0000            0.0000
           1           2         30.42           5         6210.0000            0.0000            0.0000            0.0000            0.0000            0.0000            0.0000            0.0000         6210.0000            0.0000          184.7291            0.0000            0.0000         1321.1115            0.0000         2301.5485         2402.6109            0.0000            0.0000            0.0000            0.0000         6210.0000            0.0000            0.0000       188908.2005            0.0000            0.0000            0.0000            0.0000            0.0000            0.0000            0.0000       188908.2005            0.0000         5619.4589            0.0000            0.0000        40188.2124            0.0000        70013.1046        73087.4246            0.0000            0.0000            0.0000            0.0000       188908.2005            0.0000            0.0000
           1           2         30.42           6        12420.0000            0.0000            0.0000            0.0000            0.0000            0.0000           69.7328            0.0000        12489.7328            0.0000         2656.2900            0.0000            0.0000            0.0000           69.7328         6834.5970         2929.1130            0.0000            0.0000            0.0000            0.0000        12489.7328            0.0000            0.0000       377816.4009            0.0000            0.0000            0.0000            0.0000            0.0000         2470.1808            0.0000       380286.5818            0.0000        80804.3420            0.0000            0.0000            2.0230         2470.1808       207907.0252        89103.0108            0.0000            0.0000            0.0000            0.0000       380286.5818            0.0000            0.0000
           1           2         30.42           7       174915.0000            0.0000            0.0000            0.0000            0.0000            0.0000         9950.9936            0.0000       184865.9936            0.0000        13718.0680            0.0000            0.0000        26698.4364         9950.9936       112978.7363        21519.7593            0.0000            0.0000            0.0000            0.0000       184865.9936        1.1642E-10            0.0000      5320914.3133            0.0000            0.0000            0.0000            0.0000            0.0000       297792.9227            0.0000      5618707.2360            0.0000       417303.6296            0.0000            0.0000       820117.2956       297792.9227      3430134.4460       653358.9421            0.0000            0.0000            0.0000            0.0000      5618707.2360        2.6560E-09            0.0000
           1           2         30.42           8        12937.5000            0.0000            0.0000            0.0000            0.0000            0.0000           57.7356            0.0000        12995.2356            0.0000         2229.5000            0.0000            0.0000            0.0000           57.7356         9609.2850         1098.7150            0.0000            0.0000            0.0000            0.0000        12995.2356            0.0000            0.0000       393558.7510            0.0000            0.0000            0.0000            0.0000            0.0000         1796.6471            0.0000       395355.3980            0.0000        67821.3902            0.0000            0.0000            0.0000         1796.6471       292128.2150        33609.1458            0.0000            0.0000            0.0000            0.0000       395355.3980            0.0000            0.0000
           2           1         45.63           1        13807.5000            0.0000            0.0000            0.0000            0.0000            0.0000          819.7298            0.0000        14627.2298            0.0000          580.6050            0.0000            0.0000         1007.3188          819.7298         6047.3532         6172.2231            0.0000            0.0000            0.0000            0.0000        14627.2298            0.0000            0.0000       540601.4264            0.0000            0.0000            0.0000            0.0000            0.0000        29025.4169            0.0000       569626.8433            0.0000        18731.2226            0.0000            0.0000        61709.7972        29025.4169       225315.0255       234845.3810            0.0000            0.0000            0.0000            0.0000       569626.8433            0.0000            0.0000
           2           1         45.63           2         5917.5000            0.0000            0.0000            0.0000            0.0000            0.0000          768.0719            0.0000         6685.5719            0.0000          261.7650            0.0000            0.0000          481.6667          768.0719         2753.4106         2420.6577            0.0000            0.0000            0.0000            0.0000         6685.5719            0.0000            0.0000       231686.3256            0.0000            0.0000            0.0000            0.0000            0.0000        35479.6658            0.0000       267165.9914            0.0000         7997.5377            0.0000            0.0000        35820.5647        35479.6658        98922.5101        88945.7131            0.0000            0.0000            0.0000            0.0000       267165.9914            0.0000            0.0000
           2           1         45.63           3        10520.0000            0.0000            0.0000            0.0000            0.0000            0.0000          441.0118            0.0000        10961.0118            0.0000          433.2600            0.0000            0.0000          262.1469          441.0118         4564.8373         5259.7559            0.0000            0.0000            0.0000            0.0000        10961.0118            0.0000            0.0000       411886.8010            0.0000            0.0000            0.0000            0.0000            0.0000        15709.2262            0.0000       427596.0272            0.0000        14585.6113            0.0000            0.0000         9961.0600        15709.2262       179921.5189       207418.6108            0.0000            0.0000            0.0000            0.0000       427596.0272            0.0000            0.0000
           2           1         45.63           4         9862.5000            0.0000            0.0000            0.0000            0.0000            0.0000         1071.9688            0.0000        10934.4688            0.0000          444.7125            0.0000            0.0000          287.4632         1071.9688         4760.3561         4369.9682            0.0000            0.0000            0.0000            0.0000        10934.4688            0.0000            0.0000       386143.8760            0.0000            0.0000            0.0000            0.0000            0.0000        55997.5289            0.0000       442141.4049            0.0000        13749.0644            0.0000            0.0000        33853.6324        55997.5289       174829.3002       163711.8789            0.0000            0.0000            0.0000            0.0000       442141.4049            0.0000            0.0000
           2           1         45.63           5         7890.0000            0.0000            0.0000            0.0000            0.0000            0.0000            0.0000            0.0000         7890.0000            0.0000          333.9300            0.0000            0.0000         1121.8168            0.0000         3642.0897         2792.1635            0.0000            0.0000            0.0000            0.0000         7890.0000            0.0000            0.0000       308915.1008            0.0000            0.0000            0.0000            0.0000            0.0000            0.0000            0.0000       308915.1008            0.0000        10698.5342            0.0000            0.0000        57251.0457            0.0000       125409.2892       115556.2316            0.0000            0.0000            0.0000            0.0000       308915.1008            0.0000            0.0000
           2           1         45.63           6        15780.0000            0.0000            0.0000            0.0000            0.0000            0.0000           96.8443            0.0000        15876.8443            0.0000         4591.1250            0.0000            0.0000            0.0000           96.8443         7832.2125         3356.6625            0.0000            0.0000            0.0000            0.0000        15876.8443            0.0000            0.0000       617830.2015            0.0000            0.0000            0.0000            0.0000            0.0000         3943.1827        1.3833E-10       621773.3843            0.0000       150635.3534            0.0000            0.0000            2.0230         3943.1827       327034.9776       140157.8475            0.0000            0.0000            0.0000            0.0000       621773.3843            0.0000            0.0000
           2           1         45.63           7       222235.0000            0.0000            0.0000            0.0000            0.0000            0.0000        14999.6467        6.4028E-10       237234.6467            0.0000        22223.8380            0.0000            0.0000        46621.2390        14999.6467       130381.4346        23008.4885            0.0000            0.0000            0.0000            0.0000       237234.6467            0.0000            0.0000      8701108.6718            0.0000            0.0000            0.0000            0.0000            0.0000       525937.5497        9.7387E-09      9227046.2216            0.0000       755328.2064            0.0000            0.0000      1529226.3423       525937.5497      5413236.0708      1003318.0523            0.0000            0.0000            0.0000            0.0000      9227046.2216        2.6560E-09            0.0000
           2           1         45.63           8        16437.5000            0.0000            0.0000            0.0000            0.0000            0.0000          179.9605            0.0000        16617.4605            0.0000         2756.2500            0.0000            0.0000            0.0000          179.9605        12442.7413         1238.5087            0.0000            0.0000            0.0000            0.0000        16617.4605            0.0000            0.0000       643573.1266            0.0000            0.0000            0.0000            0.0000            0.0000         4533.8455            0.0000       648106.9721            0.0000       109743.9528            0.0000            0.0000            0.0000         4533.8455       481382.3104        52446.8634            0.0000            0.0000            0.0000            0.0000       648106.9721            0.0000            0.0000
           2           2         60.84           1        13807.5000            0.0000            0.0000            0.0000            0.0000            0.0000          923.2773            0.0000        14730.7773            0.0000          580.6050            0.0000            0.0000          903.7713          923.2773         6098.2042         6224.9195            0.0000            0.0000            0.0000            0.0000        14730.7773            0.0000            0.0000       750613.5019            0.0000            0.0000            0.0000            0.0000            0.0000        43068.4643            0.0000       793681.9662            0.0000        27562.2247            0.0000            0.0000        75456.1585        43068.4643       318068.7121       329526.4067            0.0000            0.0000            0.0000            0.0000       793681.9662            0.0000            0.0000
           2           2         60.84           2         5917.5000            0.0000            0.0000            0.0000            0.0000            0.0000          838.8137            0.0000         6756.3137            0.0000          261.7650            0.0000            0.0000          410.9249          838.8137         2790.7106         2454.0995            0.0000            0.0000            0.0000            0.0000         6756.3137            0.0000            0.0000       321691.5008            0.0000            0.0000            0.0000            0.0000            0.0000        48238.0217            0.0000       369929.5225            0.0000        11978.9834            0.0000            0.0000        42070.7326        48238.0217       141369.2181       126272.5668            0.0000            0.0000            0.0000            0.0000       369929.5225            0.0000            0.0000
           2           2         60.84           3        10520.0000            0.0000            0.0000            0.0000            0.0000            0.0000          441.0118            0.0000        10961.0118            0.0000          433.2600            0.0000            0.0000          208.1938          441.0118         4586.4185         5292.1277            0.0000            0.0000            0.0000            0.0000        10961.0118            0.0000            0.0000       571896.0014            0.0000            0.0000            0.0000            0.0000            0.0000        22417.0155            0.0000       594313.0170            0.0000        21175.4959            0.0000            0.0000        13127.6872        22417.0155       249680.9444       287911.8739            0.0000            0.0000            0.0000            0.0000       594313.0170            0.0000            0.0000
           2           2         60.84           4         9862.5000            0.0000            0.0000            0.0000            0.0000            0.0000         1049.1298            0.0000        10911.6298            0.0000          444.7125            0.0000            0.0000          158.4922         1049.1298         4826.7833         4432.5120            0.0000            0.0000            0.0000            0.0000        10911.6298            0.0000            0.0000       536152.5013            0.0000            0.0000            0.0000            0.0000            0.0000        71954.7938            0.0000       608107.2951            0.0000        20513.1415            0.0000            0.0000        36264.2994        71954.7938       248244.6744       231130.3860            0.0000            0.0000            0.0000            0.0000       608107.2951            0.0000            0.0000
           2           2         60.84           5         7890.0000            0.0000            0.0000            0.0000            0.0000            0.0000            0.0000            0.0000         7890.0000            0.0000          333.9300            0.0000            0.0000         1121.8168            0.0000         3642.0897         2792.1635            0.0000            0.0000            0.0000            0.0000         7890.0000            0.0000            0.0000       428922.0011            0.0000            0.0000            0.0000            0.0000            0.0000            0.0000            0.0000       428922.0011            0.0000        15777.6096            0.0000            0.0000        74313.8791            0.0000       180805.4738       158025.0387            0.0000            0.0000            0.0000            0.0000       428922.0011            0.0000            0.0000
           2           2         60.84           6        15780.0000            0.0000            0.0000            0.0000            0.0000            0.0000           81.1353            0.0000        15861.1353            0.0000         4591.1250            0.0000            0.0000            0.0000           81.1353         7832.2125         3356.6625            0.0000            0.0000            0.0000            0.0000        15861.1353            0.0000            0.0000       857844.0022            0.0000            0.0000            0.0000            0.0000            0.0000         5177.2512        2.2133E-10       863021.2534            0.0000       220466.3649            0.0000            0.0000            2.0230         5177.2512       446162.9300       191212.6843            0.0000            0.0000            0.0000            0.0000       863021.2534            0.0000            0.0000
           2           2         60.84           7       222235.0000            0.0000            0.0000            0.0000            0.0000            0.0000        15285.0606        7.2760E-10       237520.0606            0.0000        22223.8380            0.0000            0.0000        46084.9461        15285.0606       130837.2835        23088.9324            0.0000            0.0000            0.0000            0.0000       237520.0606            0.0000            0.0000     12081303.0303            0.0000            0.0000            0.0000            0.0000            0.0000       758423.3228        2.0805E-08     12839726.3531            0.0000      1093352.7833            0.0000            0.0000      2230178.3740       758423.3228      7403271.1582      1354500.7148            0.0000            0.0000            0.0000            0.0000     12839726.3531        2.6560E-09            0.0000
           2           2         60.84           8        16437.5000            0.0000            0.0000            0.0000            0.0000            0.0000          171.5646            0.0000        16609.0646            0.0000         2756.2500            0.0000            0.0000            0.0000          171.5646        12501.9500         1179.3000            0.0000            0.0000            0.0000            0.0000        16609.0646            0.0000            0.0000       893587.5022            0.0000            0.0000            0.0000            0.0000            0.0000         7143.3431            0.0000       900730.8454            0.0000       151666.5154            0.0000            0.0000            0.0000         7143.3431       671536.9700        70384.0169            0.0000            0.0000            0.0000            0.0000       900730.8454            0.0000            0.0000
           3           1         76.05           1         9660.0000            0.0000            0.0000            0.0000            0.0000            0.0000          882.1596            0.0000        10542.1596            0.0000         2554.9334            0.0000            0.0000         1488.8871          882.1596         2926.2624         2689.9172            0.0000            0.0000            0.0000            0.0000        10542.1596            0.0000            0.0000       897542.1023            0.0000            0.0000            0.0000            0.0000            0.0000        56486.1122            0.0000       954028.2145            0.0000        66422.7618            0.0000            0.0000        98102.1308        56486.1122       362577.1626       370440.0470            0.0000            0.0000            0.0000            0.0000       954028.2145            0.0000            0.0000
           3           1         76.05           2         4140.0000            0.0000            0.0000            0.0000            0.0000            0.0000          587.7569            0.0000         4727.7569            0.0000          442.7769            0.0000            0.0000          422.7441          587.7569         1809.7716         1464.7074            0.0000            0.0000            0.0000            0.0000         4727.7569            0.0000            0.0000       384660.9010            0.0000            0.0000            0.0000            0.0000            0.0000        57177.8044            0.0000       441838.7053            0.0000        18713.6200            0.0000            0.0000        48500.6697        57177.8044       168895.8444       148550.7668            0.0000            0.0000            0.0000            0.0000       441838.7053            0.0000            0.0000
           3           1         76.05           3         7360.0000            0.0000            0.0000            0.0000            0.0000            0.0000          806.4951            0.0000         8166.4951            0.0000         2701.0879            0.0000            0.0000         1155.1626          806.4951         1626.3960         1877.3535            0.0000            0.0000            0.0000            0.0000         8166.4951            0.0000            0.0000       683841.6017            0.0000            0.0000            0.0000            0.0000            0.0000        34683.8059            0.0000       718525.4076            0.0000        62259.0433            0.0000            0.0000        30697.7103        34683.8059       274418.4276       316466.4205            0.0000            0.0000            0.0000            0.0000       718525.4076            0.0000            0.0000
           3           1         76.05           4         6900.0000            0.0000            0.0000            0.0000            0.0000            0.0000          663.3604            0.0000         7563.3604            0.0000          755.5038            0.0000            0.0000          852.6304          663.3604         2866.7163         2425.1495            0.0000            0.0000            0.0000            0.0000         7563.3604            0.0000            0.0000       641101.5016            0.0000            0.0000            0.0000            0.0000            0.0000        82044.5054            0.0000       723146.0070            0.0000        32004.3544            0.0000            0.0000        49232.8070        82044.5054       291847.4301       268016.9101            0.0000            0.0000            0.0000            0.0000       723146.0070            0.0000            0.0000
           3           1         76.05           5         5520.0000            0.0000            0.0000            0.0000            0.0000            0.0000            0.0000            0.0000         5520.0000            0.0000         1351.2628            0.0000            0.0000         1353.9883            0.0000         1549.1248         1265.6241            0.0000            0.0000            0.0000            0.0000         5520.0000            0.0000            0.0000       512881.2013            0.0000            0.0000            0.0000            0.0000            0.0000            0.0000            0.0000       512881.2013            0.0000        36330.3176            0.0000            0.0000        94908.0405            0.0000       204367.6625       177275.1807            0.0000            0.0000            0.0000            0.0000       512881.2013            0.0000            0.0000
           3           1         76.05           6        11040.0000            0.0000            0.0000            0.0000            0.0000          849.6707          534.9667            0.0000        12424.6374            0.0000         9660.0000          849.6707            0.0000           17.3386          534.9667          953.8630          408.7984            0.0000            0.0000            0.0000            0.0000        12424.6374            0.0000            0.0000      1025762.4026            0.0000            0.0000            0.0000            0.0000        12923.4911        13314.0950        2.2133E-10      1051999.9887            0.0000       367394.9652        12923.4911            0.0000          265.7435        13314.0950       460671.1857       197430.5081            0.0000            0.0000            0.0000            0.0000      1051999.9887            0.0000            0.0000
           3           1         76.05           7       155480.0000            0.0000            0.0000            0.0000            0.0000         1017.1552        23367.3183            0.0000       179864.4735            0.0000        25654.2000         1017.1552            0.0000       111808.1915        23367.3183         9008.8043         9008.8043            0.0000            0.0000            0.0000            0.0000       179864.4735        1.7462E-10            0.0000     14446153.8362            0.0000            0.0000            0.0000            0.0000        15470.9308      1113840.2350        2.0805E-08     15575465.0020            0.0000      1483553.1662        15470.9308            0.0000      3930780.9705      1113840.2350      7540295.0714      1491524.6280            0.0000            0.0000            0.0000            0.0000     15575465.0020        5.3120E-09            0.0000
           3           1         76.05           8        11500.0000            0.0000            0.0000            0.0000            0.0000            0.0000          646.4893            0.0000        12146.4893            0.0000         3540.2500            0.0000            0.0000           23.4819          646.4893         5581.3067         2354.9614            0.0000            0.0000            0.0000            0.0000        12146.4893            0.0000            0.0000      1068502.5027            0.0000            0.0000            0.0000            0.0000            0.0000        16976.4455            0.0000      1085478.9482            0.0000       205513.7180            0.0000            0.0000          357.1591        16976.4455       756428.6450       106202.9806            0.0000            0.0000            0.0000            0.0000      1085478.9482            0.0000            0.0000
           3           2         91.26           1         9660.0000            0.0000            0.0000            0.0000            0.0000            0.0000          691.7568            0.0000        10351.7568            0.0000         2554.9334            0.0000            0.0000         1679.2899          691.7568         2850.1012         2575.6755            0.0000            0.0000            0.0000            0.0000        10351.7568            0.0000            0.0000      1044470.7026            0.0000            0.0000            0.0000            0.0000            0.0000        67007.7335            0.0000      1111478.4361            0.0000       105283.2989            0.0000            0.0000       123644.1298        67007.7335       405927.2025       409616.0714            0.0000            0.0000            0.0000            0.0000      1111478.4361            0.0000            0.0000
           3           2         91.26           2         4140.0000            0.0000            0.0000            0.0000            0.0000            0.0000          499.8901            0.0000         4639.8901            0.0000          442.7769            0.0000            0.0000          510.6109          499.8901         1774.6249         1411.9873            0.0000            0.0000            0.0000            0.0000         4639.8901            0.0000            0.0000       447630.3011            0.0000            0.0000            0.0000            0.0000            0.0000        64781.1330            0.0000       512411.4342            0.0000        25448.2567            0.0000            0.0000        56267.0609        64781.1330       195887.8892       170027.0944            0.0000            0.0000            0.0000            0.0000       512411.4342            0.0000            0.0000
           3           2         91.26           3         7360.0000            0.0000            0.0000            0.0000            0.0000            0.0000          710.0324            0.0000         8070.0324            0.0000         2701.0879            0.0000            0.0000         1343.8921          710.0324         1550.9042         1764.1158            0.0000            0.0000            0.0000            0.0000         8070.0324            0.0000            0.0000       795787.2020            0.0000            0.0000            0.0000            0.0000            0.0000        45483.3987            0.0000       841270.6007            0.0000       103342.5908            0.0000            0.0000        51138.3092        45483.3987       298007.6804       343298.6217            0.0000            0.0000            0.0000            0.0000       841270.6007            0.0000            0.0000
           3           2         91.26           4         6900.0000            0.0000            0.0000            0.0000            0.0000            0.0000          663.3604            0.0000         7563.3604            0.0000          755.5038            0.0000            0.0000         1127.1836          663.3604         2756.8950         2260.4176            0.0000            0.0000            0.0000            0.0000         7563.3604            0.0000            0.0000       746050.5019            0.0000            0.0000            0.0000            0.0000            0.0000        92134.2170            0.0000       838184.7188            0.0000        43495.5672            0.0000            0.0000        66377.2693        92134.2170       333779.8039       302397.8615            0.0000            0.0000            0.0000            0.0000       838184.7188            0.0000            0.0000
           3           2         91.26           5         5520.0000            0.0000            0.0000            0.0000            0.0000            0.0000            0.0000            0.0000         5520.0000            0.0000         1351.2628            0.0000            0.0000         1353.9883            0.0000         1549.1248         1265.6241            0.0000            0.0000            0.0000            0.0000         5520.0000            0.0000            0.0000       596840.4015            0.0000            0.0000            0.0000            0.0000            0.0000            0.0000            0.0000       596840.4015            0.0000        56883.0256            0.0000            0.0000       115502.2019            0.0000       227929.8512       196525.3228            0.0000            0.0000            0.0000            0.0000       596840.4015            0.0000            0.0000
           3           2         91.26           6        11040.0000            0.0000            0.0000            0.0000            0.0000          643.3802          748.3202            0.0000        12431.7004            0.0000         9660.0000          643.3802            0.0000          102.7720          748.3202          894.0596          383.1684            0.0000            0.0000            0.0000            0.0000        12431.7004            0.0000            0.0000      1193680.8030            0.0000            0.0000            0.0000            0.0000        22709.3042        24696.0451        2.2133E-10      1241086.1523            0.0000       514323.5656        22709.3042            0.0000         1828.9057        24696.0451       474269.8322       203258.4995            0.0000            0.0000            0.0000            0.0000      1241086.1523            0.0000            0.0000
           3           2         91.26           7       155480.0000            0.0000            0.0000            0.0000            0.0000          763.3991        19875.5501            0.0000       176118.9492            0.0000        25654.2000          763.3991            0.0000       117109.5763        19875.5501         6358.1119         6358.1119            0.0000            0.0000            0.0000            0.0000       176118.9492            0.0000            0.0000     16811004.6422            0.0000            0.0000            0.0000            0.0000        27082.2311      1416147.3524        2.0805E-08     18254234.2256            0.0000      1873753.5492        27082.2311            0.0000      5712017.6303      1416147.3524      7637001.9530      1588231.5096            0.0000            0.0000            0.0000            0.0000     18254234.2256        5.7547E-09            0.0000
           3           2         91.26           8        11500.0000            0.0000            0.0000            0.0000            0.0000            0.0000          829.2176            0.0000        12329.2176            0.0000         3540.2500            0.0000            0.0000           37.2296          829.2176         4985.8216         2936.6989            0.0000            0.0000            0.0000            0.0000        12329.2176            0.0000            0.0000      1243417.5031            0.0000            0.0000            0.0000            0.0000            0.0000        29588.8457            0.0000      1273006.3489            0.0000       259360.9207            0.0000            0.0000          923.4207        29588.8457       832262.9913       150870.1705            0.0000            0.0000            0.0000            0.0000      1273006.3489            0.0000            0.0000
           4           1        106.47           1         3202.5000         1972.3866         6934.9959            0.0000            0.0000            0.0000          913.6223            0.0000        13023.5047         1211.7174         1114.4100            0.0000         3693.3709         1560.9900          913.6223         1882.8882         2646.5059            0.0000            0.0000            0.0000            0.0000        13023.5047            0.0000            0.0000      1093180.7277        30000.0000       105481.2873            0.0000            0.0000            0.0000        80903.9284            0.0000      1309565.9435        18430.2221       122233.4750            0.0000        56176.1708       147386.7878        80903.9284       434565.9327       449869.4267            0.0000            0.0000            0.0000            0.0000      1309565.9435            0.0000            0.0000
