Name,Time,X,Y,Layer,Observed,Computed,Weight,Group,Residual
MW-120,3787.000000,2277741.245724,10429195.340587,9,2.700000e-01,5.551115e-17,1.000000,1,2.700000e-01
MW-120,4133.000000,2277741.245724,10429195.340587,9,1.500000e-01,1.110223e-16,1.000000,1,1.500000e-01
MW-120,4527.000000,2277741.245724,10429195.340587,9,2.200000e-01,2.220446e-16,1.000000,1,2.200000e-01
MW-120,4883.000000,2277741.245724,10429195.340587,9,1.400000e-01,3.885781e-16,1.000000,1,1.400000e-01
MW-120,5260.000000,2277741.245724,10429195.340587,9,1.400000e-01,6.383782e-16,1.000000,1,1.400000e-01
MW-120,5806.000000,2277741.245724,10429195.340587,9,2.100000e-01,1.221245e-15,1.000000,1,2.100000e-01
MW-120,5983.000000,2277741.245724,10429195.340587,9,3.500000e-01,1.498801e-15,1.000000,1,3.500000e-01
MW-120,6357.000000,2277741.245724,10429195.340587,9,1.500000e-01,2.275957e-15,1.000000,1,1.500000e-01
MW-123,5262.000000,2273369.750990,10431651.613983,12,5.100000e+00,2.119978e-04,1.000000,1,5.099788e+00
MW-123,5730.000000,2273369.750990,10431651.613983,12,5.100000e+00,1.702089e-04,1.000000,1,5.099830e+00
MW-123,5903.000000,2273369.750990,10431651.613983,12,5.070000e+00,1.515156e-04,1.000000,1,5.069848e+00
MW-123,6212.000000,2273369.750990,10431651.613983,12,5.580000e+00,1.167969e-04,1.000000,1,5.579883e+00
MW-124,5435.000000,2269328.367034,10437539.187917,9,4.470000e+00,5.743407e+00,1.000000,1,-1.273407e+00
MW-124,5805.000000,2269328.367034,10437539.187917,9,1.051000e+01,1.722801e+01,1.000000,1,-6.718010e+00
MW-124,5902.000000,2269328.367034,10437539.187917,9,1.051000e+01,2.119869e+01,1.000000,1,-1.068869e+01
MW-124,6471.000000,2269328.367034,10437539.187917,9,1.339000e+01,4.618387e+01,1.000000,1,-3.279387e+01
MW-129,5262.000000,2271464.594529,10435944.200452,12,1.600000e-01,1.019782e-07,1.000000,1,1.599999e-01
MW-129,5532.000000,2271464.594529,10435944.200452,12,9.000000e-02,3.998430e-07,1.000000,1,8.999960e-02
MW-129,6206.000000,2271464.594529,10435944.200452,12,8.000000e-02,1.369888e-05,1.000000,1,7.998630e-02
MW-129,6351.000000,2271464.594529,10435944.200452,12,1.200000e-01,2.137218e-05,1.000000,1,1.199786e-01
MW-13,169.000000,2276337.015947,10430334.060765,11,1.130000e+00,1.007198e+00,1.000000,1,1.228024e-01
MW-13,394.000000,2276337.015947,10430334.060765,11,6.500000e-01,1.043143e+00,1.000000,1,-3.931426e-01
MW-13,850.000000,2276337.015947,10430334.060765,11,4.700000e-01,1.553123e+00,1.000000,1,-1.083123e+00
MW-13,1388.000000,2276337.015947,10430334.060765,11,6.100000e-01,1.820842e+00,1.000000,1,-1.210842e+00
MW-13,1542.000000,2276337.015947,10430334.060765,11,1.030000e+00,1.866482e+00,1.000000,1,-8.364817e-01
MW-13,2123.000000,2276337.015947,10430334.060765,11,4.400000e-01,1.983050e+00,1.000000,1,-1.543050e+00
MW-13,2522.000000,2276337.015947,10430334.060765,11,4.800000e-01,2.039168e+00,1.000000,1,-1.559168e+00
MW-13,2642.000000,2276337.015947,10430334.060765,11,3.300000e-01,2.051543e+00,1.000000,1,-1.721543e+00
MW-13,3061.000000,2276337.015947,10430334.060765,11,4.000000e-01,2.081833e+00,1.000000,1,-1.681833e+00
MW-13,3443.000000,2276337.015947,10430334.060765,11,3.400000e-01,2.087712e+00,1.000000,1,-1.747712e+00
MW-13,3786.000000,2276337.015947,10430334.060765,11,3.300000e-01,2.095225e+00,1.000000,1,-1.765225e+00
MW-13,4134.000000,2276337.015947,10430334.060765,11,4.000000e-01,2.112477e+00,1.000000,1,-1.712477e+00
MW-13,4527.000000,2276337.015947,10430334.060765,11,3.000000e-01,2.092343e+00,1.000000,1,-1.792343e+00
MW-13,4883.000000,2276337.015947,10430334.060765,11,2.800000e-01,2.028983e+00,1.000000,1,-1.748983e+00
MW-13,5351.000000,2276337.015947,10430334.060765,11,3.000000e-01,1.919571e+00,1.000000,1,-1.619571e+00
MW-13,5609.000000,2276337.015947,10430334.060765,11,2.700000e-01,1.879627e+00,1.000000,1,-1.609627e+00
MW-13,5983.000000,2276337.015947,10430334.060765,11,3.100000e-01,1.842398e+00,1.000000,1,-1.532398e+00
MW-13,6351.000000,2276337.015947,10430334.060765,11,3.700000e-01,1.817364e+00,1.000000,1,-1.447364e+00
MW-130,6472.000000,2268899.166514,10438682.482962,2,1.100000e-01,4.152234e-14,1.000000,1,1.100000e-01
MW-135,6358.000000,2268772.410292,10438507.375245,11,1.200000e-01,2.828057e-02,1.000000,1,9.171943e-02
MW-136,6206.000000,2271380.488567,10434832.990422,11,8.300000e-01,2.730839e-06,1.000000,1,8.299973e-01
MW-136,6472.000000,2271380.488567,10434832.990422,11,1.110000e+00,8.172367e-06,1.000000,1,1.109992e+00
MW-138D,6358.000000,2268694.238725,10437810.755021,11,4.420000e+00,1.186766e-03,1.000000,1,4.418813e+00
MW-138S,6092.000000,2268704.627752,10437799.674817,4,1.820000e+00,1.222644e-09,1.000000,1,1.820000e+00
MW-138S,6472.000000,2268704.627752,10437799.674817,4,4.470000e+00,2.258367e-07,1.000000,1,4.470000e+00
MW-139,6358.000000,2269079.459517,10438692.004256,8,1.200000e-01,4.793140e-04,1.000000,1,1.195207e-01
MW-5,121.000000,2279892.876875,10435512.990147,8,4.200000e-01,0.000000e+00,1.000000,1,4.200000e-01
MW-5,1025.000000,2279892.876875,10435512.990147,8,2.000000e-01,0.000000e+00,1.000000,1,2.000000e-01
MW-5,1387.000000,2279892.876875,10435512.990147,8,2.300000e-01,0.000000e+00,1.000000,1,2.300000e-01
MW-5,1542.000000,2279892.876875,10435512.990147,8,1.300000e+00,0.000000e+00,1.000000,1,1.300000e+00
MW-5,1829.000000,2279892.876875,10435512.990147,8,2.500000e-01,0.000000e+00,1.000000,1,2.500000e-01
MW-5,2200.000000,2279892.876875,10435512.990147,8,2.100000e-01,0.000000e+00,1.000000,1,2.100000e-01
MW-5,2915.000000,2279892.876875,10435512.990147,8,2.100000e-01,0.000000e+00,1.000000,1,2.100000e-01
MW-5,3061.000000,2279892.876875,10435512.990147,8,2.300000e-01,0.000000e+00,1.000000,1,2.300000e-01
MW-5,3442.000000,2279892.876875,10435512.990147,8,2.400000e-01,0.000000e+00,1.000000,1,2.400000e-01
MW-5,3784.000000,2279892.876875,10435512.990147,8,3.700000e-01,0.000000e+00,1.000000,1,3.700000e-01
MW-5,4167.000000,2279892.876875,10435512.990147,8,2.700000e-01,0.000000e+00,1.000000,1,2.700000e-01
MW-5,4528.000000,2279892.876875,10435512.990147,8,2.700000e-01,0.000000e+00,1.000000,1,2.700000e-01
MW-5,4883.000000,2279892.876875,10435512.990147,8,2.300000e-01,0.000000e+00,1.000000,1,2.300000e-01
MW-5,5260.000000,2279892.876875,10435512.990147,8,2.500000e-01,0.000000e+00,1.000000,1,2.500000e-01
MW-5,5811.000000,2279892.876875,10435512.990147,8,2.300000e-01,0.000000e+00,1.000000,1,2.300000e-01
MW-5,5986.000000,2279892.876875,10435512.990147,8,2.100000e-01,0.000000e+00,1.000000,1,2.100000e-01
MW-5,6212.000000,2279892.876875,10435512.990147,8,2.200000e-01,0.000000e+00,1.000000,1,2.200000e-01
RL-1,298.000000,2273426.574733,10436180.031228,11,1.146830e+03,1.404709e+02,1.000000,1,1.006359e+03
RL-1,641.000000,2273426.574733,10436180.031228,11,9.203000e+02,2.248074e+02,1.000000,1,6.954926e+02
RL-1,1027.000000,2273426.574733,10436180.031228,11,1.254720e+03,2.693852e+02,1.000000,1,9.853348e+02
RL-1,1387.000000,2273426.574733,10436180.031228,11,8.580000e+02,2.643147e+02,1.000000,1,5.936853e+02
RL-1,1471.000000,2273426.574733,10436180.031228,11,1.107190e+03,2.646672e+02,1.000000,1,8.425228e+02
RL-1,1964.000000,2273426.574733,10436180.031228,11,1.333720e+03,4.699131e+02,1.000000,1,8.638069e+02
RL-1,2202.000000,2273426.574733,10436180.031228,11,1.262930e+03,6.627491e+02,1.000000,1,6.001809e+02
RL-1,2830.000000,2273426.574733,10436180.031228,11,1.311070e+03,1.098431e+03,1.000000,1,2.126386e+02
RL-1,3208.000000,2273426.574733,10436180.031228,11,1.401680e+03,1.224015e+03,1.000000,1,1.776647e+02
RL-1,3529.000000,2273426.574733,10436180.031228,11,1.410180e+03,1.276770e+03,1.000000,1,1.334100e+02
RL-1,3962.000000,2273426.574733,10436180.031228,11,1.432830e+03,1.302663e+03,1.000000,1,1.301675e+02
RL-1,4258.000000,2273426.574733,10436180.031228,11,1.359210e+03,1.261004e+03,1.000000,1,9.820580e+01
RL-1,4441.000000,2273426.574733,10436180.031228,11,1.254440e+03,1.205669e+03,1.000000,1,4.877138e+01
RL-1,5077.000000,2273426.574733,10436180.031228,11,1.285580e+03,1.038165e+03,1.000000,1,2.474153e+02
RL-1,5261.000000,2273426.574733,10436180.031228,11,1.316730e+03,1.056189e+03,1.000000,1,2.605405e+02
RL-1,5609.000000,2273426.574733,10436180.031228,11,1.345050e+03,1.033500e+03,1.000000,1,3.115504e+02
RL-1,6092.000000,2273426.574733,10436180.031228,11,1.288420e+03,9.026370e+02,1.000000,1,3.857830e+02
RL-1,6210.000000,2273426.574733,10436180.031228,11,1.330890e+03,8.819805e+02,1.000000,1,4.489095e+02
RL-3,298.000000,2272829.669164,10436743.166238,11,7.815400e+02,2.811271e-02,1.000000,1,7.815119e+02
RL-3,396.000000,2272829.669164,10436743.166238,11,9.956200e+02,4.513381e-02,1.000000,1,9.955749e+02
RL-3,893.000000,2272829.669164,10436743.166238,11,8.364800e+02,1.051275e+00,1.000000,1,8.354287e+02
RL-3,1292.000000,2272829.669164,10436743.166238,11,6.965900e+02,3.738965e+00,1.000000,1,6.928510e+02
RL-3,1752.000000,2272829.669164,10436743.166238,11,7.334100e+02,6.437774e+00,1.000000,1,7.269722e+02
RL-3,1963.000000,2272829.669164,10436743.166238,11,7.645500e+02,6.901273e+00,1.000000,1,7.576487e+02
RL-3,2263.000000,2272829.669164,10436743.166238,11,6.371300e+02,8.041629e+00,1.000000,1,6.290884e+02
RL-3,2916.000000,2272829.669164,10436743.166238,11,7.702200e+02,2.811489e+01,1.000000,1,7.421051e+02
RL-3,3061.000000,2272829.669164,10436743.166238,11,7.249100e+02,4.005493e+01,1.000000,1,6.848551e+02
RL-3,3445.000000,2272829.669164,10436743.166238,11,9.854300e+02,7.513030e+01,1.000000,1,9.102997e+02
RL-3,3959.000000,2272829.669164,10436743.166238,11,1.002420e+03,1.251654e+02,1.000000,1,8.772546e+02
RL-3,4168.000000,2272829.669164,10436743.166238,11,9.259600e+02,1.410478e+02,1.000000,1,7.849122e+02
RL-3,4524.000000,2272829.669164,10436743.166238,11,7.164200e+02,1.594532e+02,1.000000,1,5.569668e+02
RL-3,4883.000000,2272829.669164,10436743.166238,11,8.211900e+02,1.692504e+02,1.000000,1,6.519396e+02
RL-3,5261.000000,2272829.669164,10436743.166238,11,8.863200e+02,1.812253e+02,1.000000,1,7.050947e+02
RL-3,5609.000000,2272829.669164,10436743.166238,11,1.158160e+03,1.846940e+02,1.000000,1,9.734660e+02
RL-3,6092.000000,2272829.669164,10436743.166238,11,1.081700e+03,1.685549e+02,1.000000,1,9.131451e+02
RL-3,6275.000000,2272829.669164,10436743.166238,11,1.076040e+03,1.662572e+02,1.000000,1,9.097828e+02
RL-4,170.000000,2271869.105406,10437573.850393,11,1.400000e-01,3.110894e-10,1.000000,1,1.400000e-01
RL-4,640.000000,2271869.105406,10437573.850393,11,1.100000e-01,6.538384e-07,1.000000,1,1.099993e-01
RL-4,1025.000000,2271869.105406,10437573.850393,11,1.100000e-01,1.871546e-04,1.000000,1,1.098128e-01
RL-4,1387.000000,2271869.105406,10437573.850393,11,3.100000e-01,5.874359e-03,1.000000,1,3.041256e-01
RL-4,1541.000000,2271869.105406,10437573.850393,11,1.900000e+00,1.357755e-02,1.000000,1,1.886422e+00
RL-4,1829.000000,2271869.105406,10437573.850393,11,1.300000e-01,3.613485e-02,1.000000,1,9.386515e-02
RL-4,2264.000000,2271869.105406,10437573.850393,11,3.400000e-01,6.414034e-02,1.000000,1,2.758597e-01
RL-4,2641.000000,2271869.105406,10437573.850393,11,1.000000e-01,6.845076e-02,1.000000,1,3.154924e-02
RL-4,3061.000000,2271869.105406,10437573.850393,11,1.700000e-01,6.759287e-02,1.000000,1,1.024071e-01
RL-4,3595.000000,2271869.105406,10437573.850393,11,9.000000e-02,9.261909e-02,1.000000,1,-2.619091e-03
RL-4,3784.000000,2271869.105406,10437573.850393,11,1.800000e-01,1.100417e-01,1.000000,1,6.995832e-02
RL-4,4168.000000,2271869.105406,10437573.850393,11,1.800000e-01,1.384315e-01,1.000000,1,4.156854e-02
RL-4,4526.000000,2271869.105406,10437573.850393,11,1.460000e+00,1.593951e-01,1.000000,1,1.300605e+00
RL-4,4881.000000,2271869.105406,10437573.850393,11,8.000000e-02,2.777967e-01,1.000000,1,-1.977967e-01
RL-4,5261.000000,2271869.105406,10437573.850393,11,9.000000e-02,7.763515e-01,1.000000,1,-6.863515e-01
RL-4,5811.000000,2271869.105406,10437573.850393,11,9.000000e-02,2.425481e+00,1.000000,1,-2.335481e+00
RL-4,5981.000000,2271869.105406,10437573.850393,11,1.100000e-01,3.116289e+00,1.000000,1,-3.006289e+00
RL-4,6352.000000,2271869.105406,10437573.850393,11,9.000000e-02,4.755820e+00,1.000000,1,-4.665820e+00
RL-5,121.000000,2272899.085541,10437697.870024,12,1.400000e-01,3.619948e-05,1.000000,1,1.399638e-01
RL-5,640.000000,2272899.085541,10437697.870024,12,1.100000e-01,3.688467e-04,1.000000,1,1.096312e-01
RL-5,1025.000000,2272899.085541,10437697.870024,12,1.700000e-01,7.999200e-04,1.000000,1,1.692001e-01
RL-5,1291.000000,2272899.085541,10437697.870024,12,1.020000e+00,1.011471e-03,1.000000,1,1.018989e+00
RL-5,1541.000000,2272899.085541,10437697.870024,12,5.210000e+00,1.146841e-03,1.000000,1,5.208853e+00
RL-5,1829.000000,2272899.085541,10437697.870024,12,1.000000e-01,1.214804e-03,1.000000,1,9.878520e-02
RL-5,2263.000000,2272899.085541,10437697.870024,12,1.200000e-01,1.584189e-03,1.000000,1,1.184158e-01
RL-5,2914.000000,2272899.085541,10437697.870024,12,1.100000e-01,1.417801e-03,1.000000,1,1.085822e-01
RL-5,3063.000000,2272899.085541,10437697.870024,12,6.000000e-02,1.335871e-03,1.000000,1,5.866413e-02
RL-5,3595.000000,2272899.085541,10437697.870024,12,6.000000e-02,1.083401e-03,1.000000,1,5.891660e-02
RL-5,3959.000000,2272899.085541,10437697.870024,12,6.000000e-02,9.764004e-04,1.000000,1,5.902360e-02
RL-5,4168.000000,2272899.085541,10437697.870024,12,1.000000e-01,9.283494e-04,1.000000,1,9.907165e-02
RL-5,4526.000000,2272899.085541,10437697.870024,12,3.700000e-01,8.688735e-04,1.000000,1,3.691311e-01
RL-5,4882.000000,2272899.085541,10437697.870024,12,7.000000e-02,8.546590e-04,1.000000,1,6.914534e-02
RL-5,5261.000000,2272899.085541,10437697.870024,12,6.000000e-02,9.029759e-04,1.000000,1,5.909702e-02
RL-5,5811.000000,2272899.085541,10437697.870024,12,6.000000e-02,1.108092e-03,1.000000,1,5.889191e-02
RL-5,5981.000000,2272899.085541,10437697.870024,12,8.000000e-02,1.170308e-03,1.000000,1,7.882969e-02
RL-5,6351.000000,2272899.085541,10437697.870024,12,5.000000e-02,1.373193e-03,1.000000,1,4.862681e-02
UW-1,3443.000000,2276830.847886,10429801.076705,8,7.400000e-01,7.496065e-08,1.000000,1,7.399999e-01
UW-1,3958.000000,2276830.847886,10429801.076705,8,7.300000e-01,1.286971e-07,1.000000,1,7.299999e-01
UW-1,4527.000000,2276830.847886,10429801.076705,8,6.500000e-01,2.061461e-07,1.000000,1,6.499998e-01
UW-1,4883.000000,2276830.847886,10429801.076705,8,6.000000e-01,2.634753e-07,1.000000,1,5.999997e-01
UW-1,5259.000000,2276830.847886,10429801.076705,8,6.200000e-01,3.330637e-07,1.000000,1,6.199997e-01
UW-1,5609.000000,2276830.847886,10429801.076705,8,7.200000e-01,4.057628e-07,1.000000,1,7.199996e-01
UW-1,5986.000000,2276830.847886,10429801.076705,8,6.200000e-01,4.877837e-07,1.000000,1,6.199995e-01
UW-1,6357.000000,2276830.847886,10429801.076705,8,7.300000e-01,5.681781e-07,1.000000,1,7.299994e-01
Residual Mean,162.733171
Absolute Residual Mean,213.043382
Residual Std. Deviation,428.803787
Sum of Squares,83603403.444151
RMS Error,468.435166
Min. Residual,-1140.022199
Max. Residual,2481.142927
Number of Observations,381
Range in Observations,4672.220000
Scaled Residual Std. Deviation,0.091777
Scaled Absolute Residual Mean,0.045598
Scaled RMS Error,0.100260
Scaled Residual Mean,0.034830
