Name,Time,X,Y,Layer,Observed,Computed,Weight,Group,Residual
EF-3A,4167.000000,2274132.874014,10431783.236983,12,7.447300e+02,1.253557e-01,1.000000,1,7.446046e+02
EF-3A,4525.000000,2274132.874014,10431783.236983,12,6.116400e+02,7.718729e-02,1.000000,1,6.115628e+02
EF-3A,4882.000000,2274132.874014,10431783.236983,12,5.974800e+02,4.985820e-02,1.000000,1,5.974301e+02
EF-3A,5349.000000,2274132.874014,10431783.236983,12,6.229700e+02,3.328333e-02,1.000000,1,6.229367e+02
EF-3A,5807.000000,2274132.874014,10431783.236983,12,6.088100e+02,2.991826e-02,1.000000,1,6.087801e+02
EF-3A,5982.000000,2274132.874014,10431783.236983,12,5.833300e+02,3.042402e-02,1.000000,1,5.832996e+02
EF-3A,6211.000000,2274132.874014,10431783.236983,12,6.088100e+02,3.136596e-02,1.000000,1,6.087786e+02
EF-8,395.000000,2273450.848064,10432071.060857,12,7.100000e-01,5.874593e-10,1.000000,1,7.100000e-01
EF-8,1026.000000,2273450.848064,10432071.060857,12,8.500000e-01,6.004741e-09,1.000000,1,8.500000e-01
EF-8,1388.000000,2273450.848064,10432071.060857,12,8.600000e-01,2.272141e-08,1.000000,1,8.600000e-01
EF-8,1471.000000,2273450.848064,10432071.060857,12,1.610000e+00,3.052320e-08,1.000000,1,1.610000e+00
EF-8,2124.000000,2273450.848064,10432071.060857,12,2.970000e+00,1.183712e-06,1.000000,1,2.969999e+00
EF-8,2523.000000,2273450.848064,10432071.060857,12,5.180000e+00,1.157289e-05,1.000000,1,5.179988e+00
EF-8,2916.000000,2273450.848064,10432071.060857,12,9.400000e+00,1.143348e-04,1.000000,1,9.399886e+00
EF-8,3264.000000,2273450.848064,10432071.060857,12,1.311000e+01,8.103706e-04,1.000000,1,1.310919e+01
EF-8,3591.000000,2273450.848064,10432071.060857,12,1.886000e+01,3.941626e-03,1.000000,1,1.885606e+01
EF-8,4001.000000,2273450.848064,10432071.060857,12,2.478000e+01,1.675868e-02,1.000000,1,2.476324e+01
EF-8,4336.000000,2273450.848064,10432071.060857,12,3.058000e+01,4.358791e-02,1.000000,1,3.053641e+01
EF-8,4714.000000,2273450.848064,10432071.060857,12,3.823000e+01,9.351180e-02,1.000000,1,3.813649e+01
EF-8,5077.000000,2273450.848064,10432071.060857,12,4.219000e+01,1.556879e-01,1.000000,1,4.203431e+01
EF-8,5168.000000,2273450.848064,10432071.060857,12,5.578000e+01,1.708648e-01,1.000000,1,5.560914e+01
EF-8,5806.000000,2273450.848064,10432071.060857,12,6.230000e+01,2.604318e-01,1.000000,1,6.203957e+01
EF-8,6092.000000,2273450.848064,10432071.060857,12,7.079000e+01,2.806134e-01,1.000000,1,7.050939e+01
EF-8,6274.000000,2273450.848064,10432071.060857,12,7.617000e+01,2.888568e-01,1.000000,1,7.588114e+01
H-63,297.000000,2277890.919369,10430706.025055,12,7.100000e-01,1.195173e-02,1.000000,1,6.980483e-01
H-63,395.000000,2277890.919369,10430706.025055,12,4.800000e-01,1.221345e-02,1.000000,1,4.677865e-01
H-63,1026.000000,2277890.919369,10430706.025055,12,4.200000e-01,1.465702e-02,1.000000,1,4.053430e-01
H-63,1388.000000,2277890.919369,10430706.025055,12,3.800000e-01,1.274944e-02,1.000000,1,3.672506e-01
H-63,1542.000000,2277890.919369,10430706.025055,12,9.700000e-01,1.175629e-02,1.000000,1,9.582437e-01
H-63,1830.000000,2277890.919369,10430706.025055,12,3.900000e-01,9.798462e-03,1.000000,1,3.802015e-01
H-63,2200.000000,2277890.919369,10430706.025055,12,3.100000e-01,7.532395e-03,1.000000,1,3.024676e-01
H-63,2915.000000,2277890.919369,10430706.025055,12,2.900000e-01,4.345899e-03,1.000000,1,2.856541e-01
H-63,3062.000000,2277890.919369,10430706.025055,12,3.200000e-01,3.906120e-03,1.000000,1,3.160939e-01
H-63,3594.000000,2277890.919369,10430706.025055,12,3.880000e+00,2.564454e-03,1.000000,1,3.877436e+00
H-63,3786.000000,2277890.919369,10430706.025055,12,3.200000e-01,2.214416e-03,1.000000,1,3.177856e-01
H-63,4167.000000,2277890.919369,10430706.025055,12,3.300000e-01,1.661564e-03,1.000000,1,3.283384e-01
H-63,4527.000000,2277890.919369,10430706.025055,12,7.400000e-01,1.401710e-03,1.000000,1,7.385983e-01
H-63,4883.000000,2277890.919369,10430706.025055,12,2.700000e-01,3.174730e-03,1.000000,1,2.668253e-01
H-63,5260.000000,2277890.919369,10430706.025055,12,2.700000e-01,8.316623e-03,1.000000,1,2.616834e-01
H-63,5807.000000,2277890.919369,10430706.025055,12,2.400000e-01,1.466346e-02,1.000000,1,2.253365e-01
H-63,5983.000000,2277890.919369,10430706.025055,12,2.900000e-01,1.861819e-02,1.000000,1,2.713818e-01
H-63,6212.000000,2277890.919369,10430706.025055,12,2.400000e-01,2.454627e-02,1.000000,1,2.154537e-01
LW-1,1072.000000,2276909.102418,10436840.126037,12,2.500000e-01,0.000000e+00,1.000000,1,2.500000e-01
LW-1,1291.000000,2276909.102418,10436840.126037,12,7.400000e-01,0.000000e+00,1.000000,1,7.400000e-01
LW-1,1542.000000,2276909.102418,10436840.126037,12,4.600000e-01,0.000000e+00,1.000000,1,4.600000e-01
LW-1,1829.000000,2276909.102418,10436840.126037,12,1.000000e-01,0.000000e+00,1.000000,1,1.000000e-01
LW-1,2263.000000,2276909.102418,10436840.126037,12,7.000000e-02,0.000000e+00,1.000000,1,7.000000e-02
LW-1,2914.000000,2276909.102418,10436840.126037,12,6.000000e-02,0.000000e+00,1.000000,1,6.000000e-02
LW-1,3061.000000,2276909.102418,10436840.126037,12,8.000000e-02,0.000000e+00,1.000000,1,8.000000e-02
LW-1,3442.000000,2276909.102418,10436840.126037,12,1.300000e-01,0.000000e+00,1.000000,1,1.300000e-01
LW-1,3959.000000,2276909.102418,10436840.126037,12,6.000000e-02,0.000000e+00,1.000000,1,6.000000e-02
LW-1,4167.000000,2276909.102418,10436840.126037,12,8.000000e-02,0.000000e+00,1.000000,1,8.000000e-02
LW-1,4528.000000,2276909.102418,10436840.126037,12,5.000000e-02,0.000000e+00,1.000000,1,5.000000e-02
LW-1,4883.000000,2276909.102418,10436840.126037,12,9.000000e-02,0.000000e+00,1.000000,1,9.000000e-02
LW-1,5260.000000,2276909.102418,10436840.126037,12,8.000000e-02,0.000000e+00,1.000000,1,8.000000e-02
LW-1,5609.000000,2276909.102418,10436840.126037,12,1.500000e-01,0.000000e+00,1.000000,1,1.500000e-01
LW-1,5981.000000,2276909.102418,10436840.126037,12,7.000000e-02,0.000000e+00,1.000000,1,7.000000e-02
LW-1,6357.000000,2276909.102418,10436840.126037,12,9.000000e-02,1.387779e-17,1.000000,1,9.000000e-02
MW-100,3447.000000,2276873.251681,10436826.560577,9,1.600000e-01,0.000000e+00,1.000000,1,1.600000e-01
MW-100,3784.000000,2276873.251681,10436826.560577,9,1.200000e-01,0.000000e+00,1.000000,1,1.200000e-01
MW-100,4528.000000,2276873.251681,10436826.560577,9,1.200000e-01,0.000000e+00,1.000000,1,1.200000e-01
MW-100,4883.000000,2276873.251681,10436826.560577,9,2.000000e-01,0.000000e+00,1.000000,1,2.000000e-01
MW-100,5260.000000,2276873.251681,10436826.560577,9,8.000000e-02,0.000000e+00,1.000000,1,8.000000e-02
MW-100,5806.000000,2276873.251681,10436826.560577,9,9.000000e-02,0.000000e+00,1.000000,1,9.000000e-02
MW-100,5981.000000,2276873.251681,10436826.560577,9,1.000000e-01,0.000000e+00,1.000000,1,1.000000e-01
MW-100,6212.000000,2276873.251681,10436826.560577,9,1.000000e-01,0.000000e+00,1.000000,1,1.000000e-01
MW-101,3446.000000,2274569.475712,10435901.019567,12,2.160570e+03,1.519055e+03,1.000000,1,6.415151e+02
MW-101,3787.000000,2274569.475712,10435901.019567,12,2.118100e+03,1.585328e+03,1.000000,1,5.327725e+02
MW-101,4528.000000,2274569.475712,10435901.019567,12,1.699010e+03,1.714209e+03,1.000000,1,-1.519909e+01
MW-101,4883.000000,2274569.475712,10435901.019567,12,1.642380e+03,1.679569e+03,1.000000,1,-3.718918e+01
MW-101,5352.000000,2274569.475712,10435901.019567,12,1.670690e+03,1.671572e+03,1.000000,1,-8.820068e-01
MW-101,5611.000000,2274569.475712,10435901.019567,12,1.563090e+03,1.612762e+03,1.000000,1,-4.967202e+01
MW-101,5986.000000,2274569.475712,10435901.019567,12,1.370530e+03,1.463667e+03,1.000000,1,-9.313715e+01
MW-101,6210.000000,2274569.475712,10435901.019567,12,1.404510e+03,1.379054e+03,1.000000,1,2.545629e+01
MW-102,3446.000000,2276098.600037,10434632.795167,12,4.190890e+03,1.776356e+03,1.000000,1,2.414534e+03
MW-102,3960.000000,2276098.600037,10434632.795167,12,3.851090e+03,1.462071e+03,1.000000,1,2.389019e+03
MW-102,4526.000000,2276098.600037,10434632.795167,12,3.596240e+03,1.182594e+03,1.000000,1,2.413646e+03
MW-102,4883.000000,2276098.600037,10434632.795167,12,3.086530e+03,1.040608e+03,1.000000,1,2.045922e+03
MW-102,5260.000000,2276098.600037,10434632.795167,12,3.426330e+03,9.451871e+02,1.000000,1,2.481143e+03
MW-102,5610.000000,2276098.600037,10434632.795167,12,2.792040e+03,8.655757e+02,1.000000,1,1.926464e+03
MW-102,6209.000000,2276098.600037,10434632.795167,12,2.344630e+03,7.296534e+02,1.000000,1,1.614977e+03
MW-102,6351.000000,2276098.600037,10434632.795167,12,1.953860e+03,7.192407e+02,1.000000,1,1.234619e+03
MW-104,3447.000000,2277722.344848,10431873.339924,10,5.950000e+00,5.947444e-01,1.000000,1,5.355256e+00
MW-104,3822.000000,2277722.344848,10431873.339924,10,4.810000e+00,7.653630e-01,1.000000,1,4.044637e+00
MW-104,4529.000000,2277722.344848,10431873.339924,10,6.310000e+00,3.809549e+00,1.000000,1,2.500451e+00
MW-104,4881.000000,2277722.344848,10431873.339924,10,4.500000e+00,6.077687e+00,1.000000,1,-1.577687e+00
MW-104,5259.000000,2277722.344848,10431873.339924,10,4.870000e+00,6.381425e+00,1.000000,1,-1.511425e+00
MW-104,5610.000000,2277722.344848,10431873.339924,10,3.600000e+00,6.349470e+00,1.000000,1,-2.749470e+00
MW-104,5983.000000,2277722.344848,10431873.339924,10,7.790000e+00,5.662704e+00,1.000000,1,2.127296e+00
MW-104,6358.000000,2277722.344848,10431873.339924,10,4.220000e+00,4.696333e+00,1.000000,1,-4.763328e-01
MW-105,3447.000000,2276340.268814,10430608.651752,9,6.500000e-01,8.449713e-01,1.000000,1,-1.949713e-01
MW-105,3786.000000,2276340.268814,10430608.651752,9,6.200000e-01,8.354094e-01,1.000000,1,-2.154094e-01
MW-105,4527.000000,2276340.268814,10430608.651752,9,3.800000e-01,8.107905e-01,1.000000,1,-4.307905e-01
MW-105,4883.000000,2276340.268814,10430608.651752,9,4.900000e-01,7.955899e-01,1.000000,1,-3.055899e-01
MW-105,5259.000000,2276340.268814,10430608.651752,9,4.300000e-01,7.837899e-01,1.000000,1,-3.537899e-01
MW-105,5806.000000,2276340.268814,10430608.651752,9,5.200000e-01,7.775890e-01,1.000000,1,-2.575890e-01
MW-105,5983.000000,2276340.268814,10430608.651752,9,5.500000e-01,7.762028e-01,1.000000,1,-2.262028e-01
MW-105,6356.000000,2276340.268814,10430608.651752,9,5.100000e-01,7.741463e-01,1.000000,1,-2.641463e-01
MW-108,3786.000000,2270074.104457,10436365.050174,10,3.000000e-01,7.231146e-03,1.000000,1,2.927689e-01
MW-108,4524.000000,2270074.104457,10436365.050174,10,2.400000e-01,7.369350e-02,1.000000,1,1.663065e-01
MW-108,4881.000000,2270074.104457,10436365.050174,10,2.400000e-01,1.596388e-01,1.000000,1,8.036118e-02
MW-108,5350.000000,2270074.104457,10436365.050174,10,2.500000e-01,3.627225e-01,1.000000,1,-1.127225e-01
MW-108,5609.000000,2270074.104457,10436365.050174,10,2.700000e-01,5.250045e-01,1.000000,1,-2.550045e-01
MW-108,5981.000000,2270074.104457,10436365.050174,10,3.000000e-01,8.334407e-01,1.000000,1,-5.334407e-01
MW-108,6352.000000,2270074.104457,10436365.050174,10,2.500000e-01,1.254701e+00,1.000000,1,-1.004701e+00
MW-109,3959.000000,2272736.056364,10436055.869256,12,8.070000e+01,1.145425e+03,1.000000,1,-1.064725e+03
MW-109,4134.000000,2272736.056364,10436055.869256,12,1.019400e+02,1.203793e+03,1.000000,1,-1.101853e+03
MW-109,4526.000000,2272736.056364,10436055.869256,12,1.330900e+02,1.273112e+03,1.000000,1,-1.140022e+03
MW-109,4883.000000,2272736.056364,10436055.869256,12,1.302600e+02,1.260775e+03,1.000000,1,-1.130515e+03
MW-109,5259.000000,2272736.056364,10436055.869256,12,7.249000e+01,1.190382e+03,1.000000,1,-1.117892e+03
MW-109,5805.000000,2272736.056364,10436055.869256,12,2.004800e+02,1.048541e+03,1.000000,1,-8.480612e+02
MW-109,5986.000000,2272736.056364,10436055.869256,12,2.200200e+02,9.959423e+02,1.000000,1,-7.759223e+02
MW-109,6210.000000,2272736.056364,10436055.869256,12,5.040000e+01,9.309432e+02,1.000000,1,-8.805432e+02
MW-112,3960.000000,2271690.839421,10433902.035640,7,2.700000e-01,3.077478e-05,1.000000,1,2.699692e-01
MW-112,4527.000000,2271690.839421,10433902.035640,7,4.100000e-01,6.863273e-05,1.000000,1,4.099314e-01
MW-112,4882.000000,2271690.839421,10433902.035640,7,2.500000e-01,1.026031e-04,1.000000,1,2.498974e-01
MW-112,5259.000000,2271690.839421,10433902.035640,7,3.100000e-01,1.437565e-04,1.000000,1,3.098562e-01
MW-112,5609.000000,2271690.839421,10433902.035640,7,2.600000e-01,1.825357e-04,1.000000,1,2.598175e-01
MW-112,5982.000000,2271690.839421,10433902.035640,7,2.800000e-01,2.239989e-04,1.000000,1,2.797760e-01
MW-112,6210.000000,2271690.839421,10433902.035640,7,2.500000e-01,2.498610e-04,1.000000,1,2.497501e-01
MW-113,3961.000000,2273219.458068,10433150.586144,7,4.502000e+01,5.500076e+00,1.000000,1,3.951992e+01
MW-113,4527.000000,2273219.458068,10433150.586144,7,4.672000e+01,5.682901e+00,1.000000,1,4.103710e+01
MW-113,4882.000000,2273219.458068,10433150.586144,7,3.879000e+01,5.794524e+00,1.000000,1,3.299548e+01
MW-113,5259.000000,2273219.458068,10433150.586144,7,4.049000e+01,5.919005e+00,1.000000,1,3.457099e+01
MW-113,5610.000000,2273219.458068,10433150.586144,7,4.163000e+01,5.974772e+00,1.000000,1,3.565523e+01
MW-113,5982.000000,2273219.458068,10433150.586144,7,4.786000e+01,6.019160e+00,1.000000,1,4.184084e+01
MW-113,6211.000000,2273219.458068,10433150.586144,7,3.766000e+01,6.061284e+00,1.000000,1,3.159872e+01
MW-114,3787.000000,2272232.846841,10433025.616381,8,3.900000e-01,1.393172e-08,1.000000,1,3.900000e-01
MW-114,4527.000000,2272232.846841,10433025.616381,8,2.000000e-01,8.883262e-08,1.000000,1,1.999999e-01
MW-114,4882.000000,2272232.846841,10433025.616381,8,1.800000e-01,2.147542e-07,1.000000,1,1.799998e-01
MW-114,5259.000000,2272232.846841,10433025.616381,8,2.100000e-01,5.111131e-07,1.000000,1,2.099995e-01
MW-114,5609.000000,2272232.846841,10433025.616381,8,2.100000e-01,1.081083e-06,1.000000,1,2.099989e-01
MW-114,5982.000000,2272232.846841,10433025.616381,8,1.700000e-01,2.425239e-06,1.000000,1,1.699976e-01
MW-114,6210.000000,2272232.846841,10433025.616381,8,1.900000e-01,3.695045e-06,1.000000,1,1.899963e-01
MW-115M,3788.000000,2273449.420146,10432033.079130,9,1.380000e+00,1.649717e-03,1.000000,1,1.378350e+00
MW-115M,4133.000000,2273449.420146,10432033.079130,9,3.700000e-01,4.885517e-03,1.000000,1,3.651145e-01
MW-115M,4525.000000,2273449.420146,10432033.079130,9,4.800000e-01,1.266856e-02,1.000000,1,4.673314e-01
MW-115M,4882.000000,2273449.420146,10432033.079130,9,6.400000e-01,2.372998e-02,1.000000,1,6.162700e-01
MW-115M,5259.000000,2273449.420146,10432033.079130,9,5.700000e-01,3.760496e-02,1.000000,1,5.323950e-01
MW-115M,5810.000000,2273449.420146,10432033.079130,9,6.300000e-01,5.597300e-02,1.000000,1,5.740270e-01
MW-115M,5982.000000,2273449.420146,10432033.079130,9,6.700000e-01,5.988027e-02,1.000000,1,6.101197e-01
MW-115M,6353.000000,2273449.420146,10432033.079130,9,6.900000e-01,6.575504e-02,1.000000,1,6.242450e-01
MW-115S,3787.000000,2273498.462710,10432027.410130,5,5.000000e-01,5.049541e-03,1.000000,1,4.949505e-01
MW-115S,4525.000000,2273498.462710,10432027.410130,5,4.100000e-01,1.725425e-02,1.000000,1,3.927457e-01
MW-115S,4882.000000,2273498.462710,10432027.410130,5,4.700000e-01,2.475778e-02,1.000000,1,4.452422e-01
MW-115S,5259.000000,2273498.462710,10432027.410130,5,6.600000e-01,3.157215e-02,1.000000,1,6.284278e-01
MW-115S,5810.000000,2273498.462710,10432027.410130,5,8.400000e-01,3.733837e-02,1.000000,1,8.026616e-01
MW-115S,5982.000000,2273498.462710,10432027.410130,5,1.140000e+00,3.769770e-02,1.000000,1,1.102302e+00
MW-115S,6353.000000,2273498.462710,10432027.410130,5,8.300000e-01,3.736475e-02,1.000000,1,7.926352e-01
MW-117M,3961.000000,2274184.207109,10431743.475939,9,1.042100e+02,3.990879e-02,1.000000,1,1.041701e+02
MW-117M,4134.000000,2274184.207109,10431743.475939,9,1.019400e+02,3.175108e-02,1.000000,1,1.019082e+02
MW-117M,4525.000000,2274184.207109,10431743.475939,9,8.495000e+01,1.879279e-02,1.000000,1,8.493121e+01
MW-117M,4882.000000,2274184.207109,10431743.475939,9,8.948000e+01,1.193270e-02,1.000000,1,8.946807e+01
MW-117M,5259.000000,2274184.207109,10431743.475939,9,1.444200e+02,8.143652e-03,1.000000,1,1.444119e+02
MW-117M,5811.000000,2274184.207109,10431743.475939,9,1.784000e+02,6.855853e-03,1.000000,1,1.783931e+02
MW-117M,5982.000000,2274184.207109,10431743.475939,9,1.364900e+02,7.133060e-03,1.000000,1,1.364829e+02
MW-117M,6357.000000,2274184.207109,10431743.475939,9,1.237400e+02,8.654798e-03,1.000000,1,1.237313e+02
MW-117S,3961.000000,2274207.908978,10431764.271309,6,3.426000e+01,1.305562e-01,1.000000,1,3.412944e+01
MW-117S,4134.000000,2274207.908978,10431764.271309,6,3.171000e+01,1.205131e-01,1.000000,1,3.158949e+01
MW-117S,4525.000000,2274207.908978,10431764.271309,6,3.002000e+01,1.209861e-01,1.000000,1,2.989901e+01
MW-117S,4883.000000,2274207.908978,10431764.271309,6,2.832000e+01,1.387084e-01,1.000000,1,2.818129e+01
MW-117S,5259.000000,2274207.908978,10431764.271309,6,3.738000e+01,1.504008e-01,1.000000,1,3.722960e+01
MW-117S,5811.000000,2274207.908978,10431764.271309,6,3.398000e+01,1.499001e-01,1.000000,1,3.383010e+01
MW-117S,5982.000000,2274207.908978,10431764.271309,6,3.794000e+01,1.468607e-01,1.000000,1,3.779314e+01
MW-117S,6211.000000,2274207.908978,10431764.271309,6,3.228000e+01,1.422977e-01,1.000000,1,3.213770e+01
MW-119,3787.000000,2271195.721041,10436714.564442,11,1.733000e+02,1.789899e+01,1.000000,1,1.554010e+02
MW-119,4528.000000,2271195.721041,10436714.564442,11,1.925500e+02,1.385273e+01,1.000000,1,1.786973e+02
MW-119,4884.000000,2271195.721041,10436714.564442,11,2.038800e+02,1.080931e+01,1.000000,1,1.930707e+02
MW-119,5259.000000,2271195.721041,10436714.564442,11,2.412600e+02,1.362743e+01,1.000000,1,2.276326e+02
MW-119,5805.000000,2271195.721041,10436714.564442,11,2.310700e+02,1.321986e+01,1.000000,1,2.178501e+02
MW-119,5982.000000,2271195.721041,10436714.564442,11,2.313500e+02,1.287570e+01,1.000000,1,2.184743e+02
MW-119,6210.000000,2271195.721041,10436714.564442,11,2.712800e+02,1.292661e+01,1.000000,1,2.583534e+02
